LSOA,CCG,stp,nhs_region,admissions
Barking and Dagenham 011B,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 011D,NHS Barking and Dagenham CCG,North East London,London,2.4
Barking and Dagenham 017B,NHS Barking and Dagenham CCG,North East London,London,1.37
Barking and Dagenham 011E,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 019A,NHS Barking and Dagenham CCG,North East London,London,2.74
Barking and Dagenham 019B,NHS Barking and Dagenham CCG,North East London,London,1.03
Barking and Dagenham 016A,NHS Barking and Dagenham CCG,North East London,London,1.03
Barking and Dagenham 016E,NHS Barking and Dagenham CCG,North East London,London,0.69
Redbridge 030H,NHS Redbridge CCG,North East London,London,0
Redbridge 030G,NHS Redbridge CCG,North East London,London,3.43
Redbridge 030D,NHS Redbridge CCG,North East London,London,1.71
Redbridge 030F,NHS Redbridge CCG,North East London,London,1.37
Redbridge 030C,NHS Redbridge CCG,North East London,London,1.37
Redbridge 030A,NHS Redbridge CCG,North East London,London,3.09
Redbridge 032C,NHS Redbridge CCG,North East London,London,1.37
Redbridge 030I,NHS Redbridge CCG,North East London,London,1.03
Redbridge 031G,NHS Redbridge CCG,North East London,London,2.4
Redbridge 032D,NHS Redbridge CCG,North East London,London,3.09
Redbridge 032A,NHS Redbridge CCG,North East London,London,3.09
Redbridge 032B,NHS Redbridge CCG,North East London,London,1.03
Redbridge 032E,NHS Redbridge CCG,North East London,London,2.4
Redbridge 033D,NHS Redbridge CCG,North East London,London,0.34
Redbridge 033B,NHS Redbridge CCG,North East London,London,0.69
Redbridge 033A,NHS Redbridge CCG,North East London,London,2.06
Redbridge 033C,NHS Redbridge CCG,North East London,London,1.71
Redbridge 030B,NHS Redbridge CCG,North East London,London,2.06
Redbridge 029C,NHS Redbridge CCG,North East London,London,1.71
Redbridge 029B,NHS Redbridge CCG,North East London,London,1.03
Redbridge 029D,NHS Redbridge CCG,North East London,London,2.4
Redbridge 035E,NHS Redbridge CCG,North East London,London,1.71
Redbridge 035B,NHS Redbridge CCG,North East London,London,1.37
Redbridge 035F,NHS Redbridge CCG,North East London,London,3.09
Redbridge 035D,NHS Redbridge CCG,North East London,London,1.37
Redbridge 035G,NHS Redbridge CCG,North East London,London,2.06
Redbridge 035C,NHS Redbridge CCG,North East London,London,2.4
Redbridge 035H,NHS Redbridge CCG,North East London,London,0.69
Redbridge 023D,NHS Redbridge CCG,North East London,London,1.03
Redbridge 026B,NHS Redbridge CCG,North East London,London,0.69
Redbridge 029A,NHS Redbridge CCG,North East London,London,3.09
Redbridge 026A,NHS Redbridge CCG,North East London,London,2.74
Redbridge 026D,NHS Redbridge CCG,North East London,London,0.69
Redbridge 026C,NHS Redbridge CCG,North East London,London,0.69
Redbridge 023B,NHS Redbridge CCG,North East London,London,2.06
Redbridge 023A,NHS Redbridge CCG,North East London,London,3.09
Redbridge 035A,NHS Redbridge CCG,North East London,London,3.09
Redbridge 017C,NHS Redbridge CCG,North East London,London,0.69
Redbridge 015A,NHS Redbridge CCG,North East London,London,1.71
Redbridge 015D,NHS Redbridge CCG,North East London,London,1.71
Redbridge 012D,NHS Redbridge CCG,North East London,London,2.74
Redbridge 012C,NHS Redbridge CCG,North East London,London,1.03
Redbridge 015C,NHS Redbridge CCG,North East London,London,2.06
Redbridge 020D,NHS Redbridge CCG,North East London,London,2.74
Redbridge 023C,NHS Redbridge CCG,North East London,London,2.4
Redbridge 020B,NHS Redbridge CCG,North East London,London,3.09
Redbridge 020C,NHS Redbridge CCG,North East London,London,2.06
Redbridge 017D,NHS Redbridge CCG,North East London,London,4.46
Redbridge 013D,NHS Redbridge CCG,North East London,London,1.37
Redbridge 013C,NHS Redbridge CCG,North East London,London,2.06
Redbridge 013B,NHS Redbridge CCG,North East London,London,1.71
Redbridge 034B,NHS Redbridge CCG,North East London,London,2.4
Redbridge 019I,NHS Redbridge CCG,North East London,London,0.69
Redbridge 020A,NHS Redbridge CCG,North East London,London,1.03
Redbridge 024C,NHS Redbridge CCG,North East London,London,1.03
Redbridge 024D,NHS Redbridge CCG,North East London,London,3.77
Redbridge 024A,NHS Redbridge CCG,North East London,London,2.4
Redbridge 024B,NHS Redbridge CCG,North East London,London,0.69
Redbridge 022A,NHS Redbridge CCG,North East London,London,1.71
Redbridge 022C,NHS Redbridge CCG,North East London,London,2.4
Redbridge 022B,NHS Redbridge CCG,North East London,London,4.11
Redbridge 031D,NHS Redbridge CCG,North East London,London,2.4
Redbridge 031E,NHS Redbridge CCG,North East London,London,3.43
Redbridge 031B,NHS Redbridge CCG,North East London,London,1.03
Redbridge 031C,NHS Redbridge CCG,North East London,London,1.71
Redbridge 031A,NHS Redbridge CCG,North East London,London,2.74
Redbridge 034D,NHS Redbridge CCG,North East London,London,1.71
Redbridge 034E,NHS Redbridge CCG,North East London,London,2.74
Redbridge 034F,NHS Redbridge CCG,North East London,London,3.43
Redbridge 034A,NHS Redbridge CCG,North East London,London,1.71
Redbridge 034C,NHS Redbridge CCG,North East London,London,2.06
Redbridge 031F,NHS Redbridge CCG,North East London,London,0.69
Redbridge 036A,NHS Redbridge CCG,North East London,London,2.06
Redbridge 036B,NHS Redbridge CCG,North East London,London,1.71
Redbridge 012A,NHS Redbridge CCG,North East London,London,1.71
Redbridge 036H,NHS Redbridge CCG,North East London,London,1.03
Redbridge 036C,NHS Redbridge CCG,North East London,London,2.74
Redbridge 036F,NHS Redbridge CCG,North East London,London,1.03
Redbridge 036G,NHS Redbridge CCG,North East London,London,0.69
Redbridge 036D,NHS Redbridge CCG,North East London,London,2.4
Redbridge 036E,NHS Redbridge CCG,North East London,London,2.4
Redbridge 008D,NHS Redbridge CCG,North East London,London,2.4
Redbridge 008A,NHS Redbridge CCG,North East London,London,0.69
Redbridge 008B,NHS Redbridge CCG,North East London,London,1.71
Redbridge 010D,NHS Redbridge CCG,North East London,London,1.71
Redbridge 008C,NHS Redbridge CCG,North East London,London,3.09
Redbridge 010B,NHS Redbridge CCG,North East London,London,2.06
Redbridge 017B,NHS Redbridge CCG,North East London,London,1.71
Redbridge 017A,NHS Redbridge CCG,North East London,London,2.74
Redbridge 015B,NHS Redbridge CCG,North East London,London,1.71
Redbridge 012B,NHS Redbridge CCG,North East London,London,1.03
Redbridge 013A,NHS Redbridge CCG,North East London,London,4.11
Redbridge 006D,NHS Redbridge CCG,North East London,London,0.69
Redbridge 010A,NHS Redbridge CCG,North East London,London,3.77
Redbridge 010C,NHS Redbridge CCG,North East London,London,4.11
Redbridge 006A,NHS Redbridge CCG,North East London,London,1.03
Redbridge 006C,NHS Redbridge CCG,North East London,London,2.74
Redbridge 006E,NHS Redbridge CCG,North East London,London,1.37
Redbridge 006G,NHS Redbridge CCG,North East London,London,1.03
Redbridge 003A,NHS Redbridge CCG,North East London,London,2.74
Redbridge 006B,NHS Redbridge CCG,North East London,London,1.71
Redbridge 002A,NHS Redbridge CCG,North East London,London,2.74
Redbridge 002D,NHS Redbridge CCG,North East London,London,2.74
Redbridge 002B,NHS Redbridge CCG,North East London,London,3.43
Redbridge 003C,NHS Redbridge CCG,North East London,London,0.69
Redbridge 003D,NHS Redbridge CCG,North East London,London,0.69
Redbridge 002C,NHS Redbridge CCG,North East London,London,1.71
Redbridge 003B,NHS Redbridge CCG,North East London,London,2.06
Redbridge 001F,NHS Redbridge CCG,North East London,London,2.06
Redbridge 001E,NHS Redbridge CCG,North East London,London,2.06
Redbridge 001D,NHS Redbridge CCG,North East London,London,2.06
Redbridge 001G,NHS Redbridge CCG,North East London,London,2.06
Redbridge 001B,NHS Redbridge CCG,North East London,London,1.03
Redbridge 001C,NHS Redbridge CCG,North East London,London,2.74
Redbridge 009B,NHS Redbridge CCG,North East London,London,2.06
Redbridge 009C,NHS Redbridge CCG,North East London,London,1.37
Redbridge 004C,NHS Redbridge CCG,North East London,London,0.69
Redbridge 004A,NHS Redbridge CCG,North East London,London,1.71
Redbridge 004B,NHS Redbridge CCG,North East London,London,3.43
Redbridge 004D,NHS Redbridge CCG,North East London,London,0.34
Redbridge 005A,NHS Redbridge CCG,North East London,London,3.43
Redbridge 005C,NHS Redbridge CCG,North East London,London,2.06
Redbridge 005B,NHS Redbridge CCG,North East London,London,2.74
Redbridge 009E,NHS Redbridge CCG,North East London,London,1.03
Redbridge 006F,NHS Redbridge CCG,North East London,London,2.4
Redbridge 007D,NHS Redbridge CCG,North East London,London,0.69
Redbridge 007C,NHS Redbridge CCG,North East London,London,1.71
Waltham Forest 007D,NHS Waltham Forest CCG,North East London,London,0.34
Waltham Forest 007B,NHS Waltham Forest CCG,North East London,London,0
Waltham Forest 003B,NHS Waltham Forest CCG,North East London,London,1.71
Redbridge 001A,NHS Redbridge CCG,North East London,London,1.37
Kingston upon Thames 004F,NHS Kingston CCG,South West London,London,0.69
Kingston upon Thames 009C,NHS Kingston CCG,South West London,London,1.71
Kingston upon Thames 004G,NHS Kingston CCG,South West London,London,1.03
Kingston upon Thames 005C,NHS Kingston CCG,South West London,London,2.74
Kingston upon Thames 009A,NHS Kingston CCG,South West London,London,2.74
Kingston upon Thames 010C,NHS Kingston CCG,South West London,London,1.37
Kingston upon Thames 005A,NHS Kingston CCG,South West London,London,2.74
Kingston upon Thames 005E,NHS Kingston CCG,South West London,London,1.71
Kingston upon Thames 005B,NHS Kingston CCG,South West London,London,2.74
Kingston upon Thames 005D,NHS Kingston CCG,South West London,London,1.03
Kingston upon Thames 006D,NHS Kingston CCG,South West London,London,2.06
Kingston upon Thames 006B,NHS Kingston CCG,South West London,London,1.03
Richmond upon Thames 022F,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 022A,NHS Richmond CCG,South West London,London,1.37
Kingston upon Thames 004E,NHS Kingston CCG,South West London,London,0.34
Kingston upon Thames 001C,NHS Kingston CCG,South West London,London,3.09
Kingston upon Thames 001A,NHS Kingston CCG,South West London,London,0.69
Kingston upon Thames 001E,NHS Kingston CCG,South West London,London,1.71
Kingston upon Thames 001D,NHS Kingston CCG,South West London,London,1.03
Kingston upon Thames 001B,NHS Kingston CCG,South West London,London,1.37
Kingston upon Thames 004B,NHS Kingston CCG,South West London,London,1.37
Kingston upon Thames 003B,NHS Kingston CCG,South West London,London,2.4
Kingston upon Thames 004A,NHS Kingston CCG,South West London,London,4.11
Kingston upon Thames 004D,NHS Kingston CCG,South West London,London,1.03
Kingston upon Thames 002B,NHS Kingston CCG,South West London,London,2.4
Kingston upon Thames 002D,NHS Kingston CCG,South West London,London,2.4
Kingston upon Thames 003E,NHS Kingston CCG,South West London,London,0
Kingston upon Thames 002A,NHS Kingston CCG,South West London,London,2.4
Kingston upon Thames 003A,NHS Kingston CCG,South West London,London,0
Kingston upon Thames 003D,NHS Kingston CCG,South West London,London,1.37
Kingston upon Thames 003C,NHS Kingston CCG,South West London,London,1.71
Kingston upon Thames 002E,NHS Kingston CCG,South West London,London,2.4
Kingston upon Thames 008D,NHS Kingston CCG,South West London,London,2.74
Kingston upon Thames 006C,NHS Kingston CCG,South West London,London,1.71
Kingston upon Thames 008C,NHS Kingston CCG,South West London,London,0.69
Kingston upon Thames 007D,NHS Kingston CCG,South West London,London,2.74
Kingston upon Thames 006A,NHS Kingston CCG,South West London,London,3.43
Kingston upon Thames 006E,NHS Kingston CCG,South West London,London,1.03
Kingston upon Thames 007C,NHS Kingston CCG,South West London,London,2.06
Kingston upon Thames 007B,NHS Kingston CCG,South West London,London,2.4
Kingston upon Thames 007A,NHS Kingston CCG,South West London,London,2.74
Kingston upon Thames 008B,NHS Kingston CCG,South West London,London,4.11
Kingston upon Thames 012E,NHS Kingston CCG,South West London,London,2.74
Kingston upon Thames 008E,NHS Kingston CCG,South West London,London,1.71
Kingston upon Thames 008A,NHS Kingston CCG,South West London,London,3.09
Kingston upon Thames 012A,NHS Kingston CCG,South West London,London,3.77
Kingston upon Thames 012B,NHS Kingston CCG,South West London,London,2.4
Kingston upon Thames 012D,NHS Kingston CCG,South West London,London,0.69
Kingston upon Thames 012C,NHS Kingston CCG,South West London,London,2.74
Kingston upon Thames 015D,NHS Kingston CCG,South West London,London,4.8
Kingston upon Thames 007E,NHS Kingston CCG,South West London,London,3.77
Merton 020D,NHS Merton CCG,South West London,London,0.34
Merton 020C,NHS Merton CCG,South West London,London,2.06
Kingston upon Thames 015E,NHS Kingston CCG,South West London,London,1.37
Merton 020E,NHS Merton CCG,South West London,London,3.09
Kingston upon Thames 015C,NHS Kingston CCG,South West London,London,1.71
Kingston upon Thames 015B,NHS Kingston CCG,South West London,London,1.37
Sutton 006E,NHS Sutton CCG,South West London,London,0.69
Sutton 006C,NHS Sutton CCG,South West London,London,2.06
Kingston upon Thames 015A,NHS Kingston CCG,South West London,London,1.71
Sutton 006B,NHS Sutton CCG,South West London,London,3.43
Sutton 008C,NHS Sutton CCG,South West London,London,1.03
Sutton 006D,NHS Sutton CCG,South West London,London,2.06
Sutton 008F,NHS Sutton CCG,South West London,London,3.43
Sutton 008E,NHS Sutton CCG,South West London,London,2.4
Sutton 008D,NHS Sutton CCG,South West London,London,2.06
Sutton 008B,NHS Sutton CCG,South West London,London,1.03
Sutton 008A,NHS Sutton CCG,South West London,London,2.06
Sutton 006A,NHS Sutton CCG,South West London,London,2.06
Kingston upon Thames 009E,NHS Kingston CCG,South West London,London,1.71
Kingston upon Thames 010D,NHS Kingston CCG,South West London,London,1.37
Kingston upon Thames 010B,NHS Kingston CCG,South West London,London,1.03
Kingston upon Thames 014E,NHS Kingston CCG,South West London,London,2.4
Kingston upon Thames 010A,NHS Kingston CCG,South West London,London,3.43
Kingston upon Thames 011A,NHS Kingston CCG,South West London,London,2.74
Kingston upon Thames 013B,NHS Kingston CCG,South West London,London,0.69
Kingston upon Thames 013A,NHS Kingston CCG,South West London,London,2.4
Kingston upon Thames 014D,NHS Kingston CCG,South West London,London,2.06
Kingston upon Thames 014B,NHS Kingston CCG,South West London,London,2.4
Kingston upon Thames 014C,NHS Kingston CCG,South West London,London,2.06
Kingston upon Thames 017B,NHS Kingston CCG,South West London,London,3.09
Kingston upon Thames 014A,NHS Kingston CCG,South West London,London,0.34
Kingston upon Thames 017A,NHS Kingston CCG,South West London,London,0.69
Kingston upon Thames 011D,NHS Kingston CCG,South West London,London,0.34
Kingston upon Thames 009B,NHS Kingston CCG,South West London,London,1.71
Kingston upon Thames 011B,NHS Kingston CCG,South West London,London,1.71
Kingston upon Thames 009D,NHS Kingston CCG,South West London,London,1.03
Kingston upon Thames 016E,NHS Kingston CCG,South West London,London,0.69
Kingston upon Thames 011C,NHS Kingston CCG,South West London,London,1.71
Kingston upon Thames 013E,NHS Kingston CCG,South West London,London,0.69
Kingston upon Thames 013C,NHS Kingston CCG,South West London,London,1.03
Kingston upon Thames 013D,NHS Kingston CCG,South West London,London,3.43
Kingston upon Thames 016C,NHS Kingston CCG,South West London,London,2.06
Kingston upon Thames 016A,NHS Kingston CCG,South West London,London,2.74
Kingston upon Thames 017C,NHS Kingston CCG,South West London,London,3.09
Kingston upon Thames 017D,NHS Kingston CCG,South West London,London,1.71
Kingston upon Thames 018D,NHS Kingston CCG,South West London,London,3.43
Kingston upon Thames 017E,NHS Kingston CCG,South West London,London,1.03
Kingston upon Thames 016D,NHS Kingston CCG,South West London,London,3.77
Kingston upon Thames 016B,NHS Kingston CCG,South West London,London,1.03
Kingston upon Thames 018C,NHS Kingston CCG,South West London,London,2.06
Kingston upon Thames 018A,NHS Kingston CCG,South West London,London,1.37
Kingston upon Thames 019A,NHS Kingston CCG,South West London,London,1.03
Kingston upon Thames 018B,NHS Kingston CCG,South West London,London,1.37
Kingston upon Thames 020A,NHS Kingston CCG,South West London,London,1.37
Kingston upon Thames 018E,NHS Kingston CCG,South West London,London,2.4
Kingston upon Thames 019B,NHS Kingston CCG,South West London,London,2.4
