LSOA,CCG,stp,nhs_region,admissions
Westminster 019B,NHS Central London (Westminster) CCG,North West London,London,0.69
Kensington and Chelsea 014A,NHS West London CCG,North West London,London,0.69
Kensington and Chelsea 020A,NHS West London CCG,North West London,London,2.06
Kensington and Chelsea 016B,NHS West London CCG,North West London,London,0.34
Kensington and Chelsea 016E,NHS West London CCG,North West London,London,0
Kensington and Chelsea 013E,NHS West London CCG,North West London,London,1.71
Kensington and Chelsea 010A,NHS West London CCG,North West London,London,0.69
Kensington and Chelsea 016C,NHS West London CCG,North West London,London,0
Kensington and Chelsea 010D,NHS West London CCG,North West London,London,1.37
Kensington and Chelsea 010E,NHS West London CCG,North West London,London,0.69
Lambeth 004E,NHS Lambeth CCG,South East London,London,1.71
Lambeth 006C,NHS Lambeth CCG,South East London,London,0.69
Lambeth 004C,NHS Lambeth CCG,South East London,London,0.34
Lambeth 006E,NHS Lambeth CCG,South East London,London,2.06
Lambeth 005A,NHS Lambeth CCG,South East London,London,3.09
Lambeth 004A,NHS Lambeth CCG,South East London,London,3.77
Lambeth 008B,NHS Lambeth CCG,South East London,London,0.34
Lambeth 006B,NHS Lambeth CCG,South East London,London,1.37
Lambeth 006D,NHS Lambeth CCG,South East London,London,0.34
Lambeth 006A,NHS Lambeth CCG,South East London,London,3.43
Lambeth 013A,NHS Lambeth CCG,South East London,London,1.03
Lambeth 012A,NHS Lambeth CCG,South East London,London,1.71
Wandsworth 002D,NHS Wandsworth CCG,South West London,London,1.71
Wandsworth 005A,NHS Wandsworth CCG,South West London,London,4.11
Lambeth 008A,NHS Lambeth CCG,South East London,London,2.06
Wandsworth 002E,NHS Wandsworth CCG,South West London,London,2.74
Lambeth 004D,NHS Lambeth CCG,South East London,London,3.09
Lambeth 011D,NHS Lambeth CCG,South East London,London,8.57
Lambeth 007A,NHS Lambeth CCG,South East London,London,1.03
Lambeth 005C,NHS Lambeth CCG,South East London,London,1.37
Lambeth 007C,NHS Lambeth CCG,South East London,London,3.09
Lambeth 007D,NHS Lambeth CCG,South East London,London,1.03
Lambeth 010E,NHS Lambeth CCG,South East London,London,2.74
Lambeth 011E,NHS Lambeth CCG,South East London,London,2.06
Lambeth 005E,NHS Lambeth CCG,South East London,London,4.8
Lambeth 007B,NHS Lambeth CCG,South East London,London,1.03
Lambeth 009E,NHS Lambeth CCG,South East London,London,2.4
Lambeth 005D,NHS Lambeth CCG,South East London,London,1.03
Lambeth 011A,NHS Lambeth CCG,South East London,London,2.74
Lambeth 011C,NHS Lambeth CCG,South East London,London,1.37
Lambeth 009B,NHS Lambeth CCG,South East London,London,0.69
Lambeth 007E,NHS Lambeth CCG,South East London,London,3.09
Lambeth 009A,NHS Lambeth CCG,South East London,London,1.71
Lambeth 016D,NHS Lambeth CCG,South East London,London,3.09
Lambeth 011B,NHS Lambeth CCG,South East London,London,2.06
Lambeth 018C,NHS Lambeth CCG,South East London,London,4.46
Lambeth 018B,NHS Lambeth CCG,South East London,London,1.37
Lambeth 016C,NHS Lambeth CCG,South East London,London,1.71
Lambeth 012D,NHS Lambeth CCG,South East London,London,2.4
Lambeth 010C,NHS Lambeth CCG,South East London,London,1.71
Lambeth 010B,NHS Lambeth CCG,South East London,London,3.09
Lambeth 010D,NHS Lambeth CCG,South East London,London,2.06
Lambeth 010A,NHS Lambeth CCG,South East London,London,0.69
Lambeth 011F,NHS Lambeth CCG,South East London,London,0.69
Lambeth 015B,NHS Lambeth CCG,South East London,London,1.03
Bromley 042C,NHS Bromley CCG,South East London,London,1.37
Bromley 039C,NHS Bromley CCG,South East London,London,2.74
Bromley 042D,NHS Bromley CCG,South East London,London,2.4
Bromley 039D,NHS Bromley CCG,South East London,London,2.74
Bromley 039A,NHS Bromley CCG,South East London,London,0.34
Bromley 042A,NHS Bromley CCG,South East London,London,2.06
Bromley 039E,NHS Bromley CCG,South East London,London,1.71
Bromley 039B,NHS Bromley CCG,South East London,London,1.03
Richmond upon Thames 006C,NHS Richmond CCG,South West London,London,2.4
Richmond upon Thames 012D,NHS Richmond CCG,South West London,London,2.74
Richmond upon Thames 006B,NHS Richmond CCG,South West London,London,1.03
Richmond upon Thames 006D,NHS Richmond CCG,South West London,London,3.09
Richmond upon Thames 008D,NHS Richmond CCG,South West London,London,0
Richmond upon Thames 008C,NHS Richmond CCG,South West London,London,2.74
Richmond upon Thames 008A,NHS Richmond CCG,South West London,London,0
Richmond upon Thames 012C,NHS Richmond CCG,South West London,London,3.09
Richmond upon Thames 017B,NHS Richmond CCG,South West London,London,3.09
Richmond upon Thames 017C,NHS Richmond CCG,South West London,London,1.37
Richmond upon Thames 017A,NHS Richmond CCG,South West London,London,2.74
Richmond upon Thames 021D,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 019C,NHS Richmond CCG,South West London,London,3.09
Richmond upon Thames 019A,NHS Richmond CCG,South West London,London,1.37
Richmond upon Thames 018D,NHS Richmond CCG,South West London,London,3.77
Richmond upon Thames 021A,NHS Richmond CCG,South West London,London,1.37
Richmond upon Thames 018C,NHS Richmond CCG,South West London,London,0.34
Richmond upon Thames 021C,NHS Richmond CCG,South West London,London,3.09
Richmond upon Thames 018A,NHS Richmond CCG,South West London,London,1.37
Richmond upon Thames 018B,NHS Richmond CCG,South West London,London,1.03
Richmond upon Thames 021B,NHS Richmond CCG,South West London,London,2.74
Richmond upon Thames 022E,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 022C,NHS Richmond CCG,South West London,London,4.11
Richmond upon Thames 022B,NHS Richmond CCG,South West London,London,0.34
Richmond upon Thames 022D,NHS Richmond CCG,South West London,London,0.69
Richmond upon Thames 011C,NHS Richmond CCG,South West London,London,2.06
Hounslow 020D,NHS Hounslow CCG,North West London,London,2.4
Richmond upon Thames 011A,NHS Richmond CCG,South West London,London,0.34
Richmond upon Thames 011B,NHS Richmond CCG,South West London,London,1.71
Richmond upon Thames 007A,NHS Richmond CCG,South West London,London,0.34
Richmond upon Thames 007C,NHS Richmond CCG,South West London,London,1.37
Richmond upon Thames 007D,NHS Richmond CCG,South West London,London,0.69
Richmond upon Thames 020B,NHS Richmond CCG,South West London,London,2.74
Richmond upon Thames 023F,NHS Richmond CCG,South West London,London,1.37
Richmond upon Thames 019B,NHS Richmond CCG,South West London,London,1.03
Richmond upon Thames 019D,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 023B,NHS Richmond CCG,South West London,London,1.71
Richmond upon Thames 023E,NHS Richmond CCG,South West London,London,2.4
Richmond upon Thames 023C,NHS Richmond CCG,South West London,London,1.03
Richmond upon Thames 023D,NHS Richmond CCG,South West London,London,2.74
Richmond upon Thames 023A,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 020C,NHS Richmond CCG,South West London,London,2.4
Richmond upon Thames 020D,NHS Richmond CCG,South West London,London,1.37
Richmond upon Thames 020A,NHS Richmond CCG,South West London,London,3.09
Richmond upon Thames 020E,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 020F,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 009A,NHS Richmond CCG,South West London,London,1.37
Richmond upon Thames 009C,NHS Richmond CCG,South West London,London,0.69
Richmond upon Thames 009B,NHS Richmond CCG,South West London,London,2.4
Hounslow 025G,NHS Hounslow CCG,North West London,London,0
Hounslow 025F,NHS Hounslow CCG,North West London,London,1.37
Hounslow 025B,NHS Hounslow CCG,North West London,London,2.4
Hounslow 025C,NHS Hounslow CCG,North West London,London,0.69
Hounslow 025D,NHS Hounslow CCG,North West London,London,0.69
Hounslow 027C,NHS Hounslow CCG,North West London,London,3.09
Hounslow 027B,NHS Hounslow CCG,North West London,London,0.34
Hounslow 027A,NHS Hounslow CCG,North West London,London,1.03
Hounslow 026E,NHS Hounslow CCG,North West London,London,2.74
Hounslow 024E,NHS Hounslow CCG,North West London,London,3.43
Hounslow 024D,NHS Hounslow CCG,North West London,London,1.71
Hounslow 024F,NHS Hounslow CCG,North West London,London,3.09
Hounslow 026D,NHS Hounslow CCG,North West London,London,3.09
Hounslow 026A,NHS Hounslow CCG,North West London,London,1.03
Hounslow 026B,NHS Hounslow CCG,North West London,London,0.34
Hounslow 028B,NHS Hounslow CCG,North West London,London,1.71
Hounslow 026C,NHS Hounslow CCG,North West London,London,2.06
Hounslow 028A,NHS Hounslow CCG,North West London,London,1.03
Hounslow 028C,NHS Hounslow CCG,North West London,London,1.71
Hounslow 027D,NHS Hounslow CCG,North West London,London,1.71
Hounslow 027E,NHS Hounslow CCG,North West London,London,1.71
Hounslow 028D,NHS Hounslow CCG,North West London,London,0.69
Richmond upon Thames 009D,NHS Richmond CCG,South West London,London,3.43
Richmond upon Thames 014C,NHS Richmond CCG,South West London,London,1.71
Richmond upon Thames 007B,NHS Richmond CCG,South West London,London,1.37
Hounslow 024A,NHS Hounslow CCG,North West London,London,2.74
Hounslow 024C,NHS Hounslow CCG,North West London,London,2.4
Hounslow 022D,NHS Hounslow CCG,North West London,London,3.43
Hounslow 023D,NHS Hounslow CCG,North West London,London,3.43
Hounslow 023B,NHS Hounslow CCG,North West London,London,2.06
Hounslow 023C,NHS Hounslow CCG,North West London,London,3.77
Hounslow 023A,NHS Hounslow CCG,North West London,London,1.71
Hounslow 023E,NHS Hounslow CCG,North West London,London,0
Hounslow 024B,NHS Hounslow CCG,North West London,London,5.83
Hounslow 022E,NHS Hounslow CCG,North West London,London,2.74
Hounslow 022C,NHS Hounslow CCG,North West London,London,2.06
Hounslow 022A,NHS Hounslow CCG,North West London,London,0.69
Hounslow 022B,NHS Hounslow CCG,North West London,London,0.69
Hounslow 025E,NHS Hounslow CCG,North West London,London,2.06
Richmond upon Thames 014D,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 014A,NHS Richmond CCG,South West London,London,1.71
Richmond upon Thames 016A,NHS Richmond CCG,South West London,London,0
Richmond upon Thames 016B,NHS Richmond CCG,South West London,London,0.69
Richmond upon Thames 015A,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 015E,NHS Richmond CCG,South West London,London,1.03
Richmond upon Thames 015F,NHS Richmond CCG,South West London,London,1.71
Richmond upon Thames 015B,NHS Richmond CCG,South West London,London,0.34
Richmond upon Thames 015C,NHS Richmond CCG,South West London,London,1.03
Richmond upon Thames 016D,NHS Richmond CCG,South West London,London,1.37
Richmond upon Thames 016C,NHS Richmond CCG,South West London,London,2.4
Richmond upon Thames 013F,NHS Richmond CCG,South West London,London,2.74
Richmond upon Thames 013E,NHS Richmond CCG,South West London,London,3.43
Richmond upon Thames 013C,NHS Richmond CCG,South West London,London,1.71
Richmond upon Thames 015D,NHS Richmond CCG,South West London,London,0.69
Richmond upon Thames 015G,NHS Richmond CCG,South West London,London,0.69
Richmond upon Thames 014B,NHS Richmond CCG,South West London,London,3.09
Richmond upon Thames 010C,NHS Richmond CCG,South West London,London,0.69
Richmond upon Thames 010D,NHS Richmond CCG,South West London,London,1.71
Richmond upon Thames 010B,NHS Richmond CCG,South West London,London,3.09
Richmond upon Thames 010A,NHS Richmond CCG,South West London,London,1.03
Richmond upon Thames 010E,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 011D,NHS Richmond CCG,South West London,London,2.06
Hounslow 018G,NHS Hounslow CCG,North West London,London,0.69
Hounslow 018F,NHS Hounslow CCG,North West London,London,0.69
Hounslow 015A,NHS Hounslow CCG,North West London,London,3.09
Hounslow 015C,NHS Hounslow CCG,North West London,London,3.43
Hounslow 018D,NHS Hounslow CCG,North West London,London,0.69
Hounslow 019C,NHS Hounslow CCG,North West London,London,1.71
Hounslow 018E,NHS Hounslow CCG,North West London,London,1.71
Hounslow 019A,NHS Hounslow CCG,North West London,London,2.4
Hounslow 019B,NHS Hounslow CCG,North West London,London,1.37
Hounslow 017C,NHS Hounslow CCG,North West London,London,3.43
Hounslow 017A,NHS Hounslow CCG,North West London,London,1.71
Hounslow 017E,NHS Hounslow CCG,North West London,London,2.74
Hounslow 017B,NHS Hounslow CCG,North West London,London,3.09
Hounslow 021C,NHS Hounslow CCG,North West London,London,3.09
Hounslow 018C,NHS Hounslow CCG,North West London,London,2.74
Hounslow 012B,NHS Hounslow CCG,North West London,London,2.74
Hounslow 012A,NHS Hounslow CCG,North West London,London,3.09
Hounslow 012C,NHS Hounslow CCG,North West London,London,2.06
Hounslow 011E,NHS Hounslow CCG,North West London,London,2.4
Hounslow 018A,NHS Hounslow CCG,North West London,London,1.37
Hounslow 011B,NHS Hounslow CCG,North West London,London,0.69
Hounslow 011C,NHS Hounslow CCG,North West London,London,2.06
Hounslow 021A,NHS Hounslow CCG,North West London,London,2.4
Hounslow 021B,NHS Hounslow CCG,North West London,London,0.69
Hounslow 021D,NHS Hounslow CCG,North West London,London,3.09
Richmond upon Thames 013A,NHS Richmond CCG,South West London,London,1.71
Richmond upon Thames 013B,NHS Richmond CCG,South West London,London,3.43
Richmond upon Thames 013D,NHS Richmond CCG,South West London,London,2.06
Hounslow 016E,NHS Hounslow CCG,North West London,London,3.09
Hounslow 021E,NHS Hounslow CCG,North West London,London,2.06
Hounslow 013E,NHS Hounslow CCG,North West London,London,1.71
Hounslow 013D,NHS Hounslow CCG,North West London,London,3.43
Hounslow 017D,NHS Hounslow CCG,North West London,London,2.74
Hounslow 016C,NHS Hounslow CCG,North West London,London,3.09
Hounslow 016D,NHS Hounslow CCG,North West London,London,1.71
Hounslow 016B,NHS Hounslow CCG,North West London,London,3.77
Hounslow 013C,NHS Hounslow CCG,North West London,London,1.71
Hounslow 016A,NHS Hounslow CCG,North West London,London,1.37
Hounslow 004C,NHS Hounslow CCG,North West London,London,2.06
Hounslow 011A,NHS Hounslow CCG,North West London,London,1.03
Hounslow 011D,NHS Hounslow CCG,North West London,London,1.37
Hounslow 004A,NHS Hounslow CCG,North West London,London,1.37
Hounslow 004D,NHS Hounslow CCG,North West London,London,2.4
Hounslow 010B,NHS Hounslow CCG,North West London,London,2.4
Hounslow 010D,NHS Hounslow CCG,North West London,London,2.74
Hounslow 010A,NHS Hounslow CCG,North West London,London,4.11
Hounslow 010E,NHS Hounslow CCG,North West London,London,4.11
Hounslow 010C,NHS Hounslow CCG,North West London,London,3.09
Hounslow 005B,NHS Hounslow CCG,North West London,London,1.37
Hounslow 005A,NHS Hounslow CCG,North West London,London,1.71
Hounslow 013B,NHS Hounslow CCG,North West London,London,2.4
Hounslow 013A,NHS Hounslow CCG,North West London,London,4.11
Hillingdon 031A,NHS Hillingdon CCG,North West London,London,1.03
Hillingdon 032A,NHS Hillingdon CCG,North West London,London,2.4
Hounslow 015B,NHS Hounslow CCG,North West London,London,5.14
Hounslow 015E,NHS Hounslow CCG,North West London,London,1.37
Hounslow 012D,NHS Hounslow CCG,North West London,London,1.37
Hounslow 009D,NHS Hounslow CCG,North West London,London,2.74
Hounslow 006E,NHS Hounslow CCG,North West London,London,0.69
Hounslow 012E,NHS Hounslow CCG,North West London,London,2.74
Hounslow 014D,NHS Hounslow CCG,North West London,London,0.34
Hounslow 009A,NHS Hounslow CCG,North West London,London,2.06
Hounslow 009C,NHS Hounslow CCG,North West London,London,2.4
Hounslow 009B,NHS Hounslow CCG,North West London,London,1.71
Hounslow 014C,NHS Hounslow CCG,North West London,London,2.74
Hounslow 019E,NHS Hounslow CCG,North West London,London,2.4
Hounslow 014B,NHS Hounslow CCG,North West London,London,1.37
Hounslow 015D,NHS Hounslow CCG,North West London,London,0.34
Hounslow 014E,NHS Hounslow CCG,North West London,London,2.4
Hounslow 020A,NHS Hounslow CCG,North West London,London,4.8
Hounslow 014A,NHS Hounslow CCG,North West London,London,1.71
Hounslow 020B,NHS Hounslow CCG,North West London,London,1.71
Hounslow 020C,NHS Hounslow CCG,North West London,London,1.71
Hounslow 019D,NHS Hounslow CCG,North West London,London,2.4
Hounslow 020E,NHS Hounslow CCG,North West London,London,1.37
Hounslow 003F,NHS Hounslow CCG,North West London,London,0.34
Hounslow 003C,NHS Hounslow CCG,North West London,London,1.37
Hounslow 003D,NHS Hounslow CCG,North West London,London,4.11
Hounslow 006C,NHS Hounslow CCG,North West London,London,2.74
Hounslow 003G,NHS Hounslow CCG,North West London,London,1.03
Hounslow 006D,NHS Hounslow CCG,North West London,London,2.4
Hounslow 006A,NHS Hounslow CCG,North West London,London,1.37
Hounslow 006B,NHS Hounslow CCG,North West London,London,1.03
Hounslow 003B,NHS Hounslow CCG,North West London,London,1.37
Hounslow 003A,NHS Hounslow CCG,North West London,London,1.71
Richmond upon Thames 006A,NHS Richmond CCG,South West London,London,2.74
Richmond upon Thames 008B,NHS Richmond CCG,South West London,London,1.03
Richmond upon Thames 004E,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 002F,NHS Richmond CCG,South West London,London,2.74
Richmond upon Thames 004C,NHS Richmond CCG,South West London,London,1.71
Richmond upon Thames 002E,NHS Richmond CCG,South West London,London,0.69
Richmond upon Thames 002D,NHS Richmond CCG,South West London,London,1.03
Richmond upon Thames 002B,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 002C,NHS Richmond CCG,South West London,London,1.37
Richmond upon Thames 004G,NHS Richmond CCG,South West London,London,0
Richmond upon Thames 004H,NHS Richmond CCG,South West London,London,2.06
Richmond upon Thames 002A,NHS Richmond CCG,South West London,London,1.71
Richmond upon Thames 004A,NHS Richmond CCG,South West London,London,2.4
Richmond upon Thames 004D,NHS Richmond CCG,South West London,London,1.03
Hillingdon 015F,NHS Hillingdon CCG,North West London,London,3.43
Hillingdon 017C,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 017E,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 016B,NHS Hillingdon CCG,North West London,London,0.69
Hillingdon 017D,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 019E,NHS Hillingdon CCG,North West London,London,1.03
Hillingdon 019D,NHS Hillingdon CCG,North West London,London,3.77
Hillingdon 013A,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 011D,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 009E,NHS Hillingdon CCG,North West London,London,3.43
Hillingdon 011A,NHS Hillingdon CCG,North West London,London,2.4
Hillingdon 011B,NHS Hillingdon CCG,North West London,London,3.43
Hillingdon 011C,NHS Hillingdon CCG,North West London,London,2.4
Hillingdon 011E,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 013B,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 013D,NHS Hillingdon CCG,North West London,London,3.09
Hillingdon 014B,NHS Hillingdon CCG,North West London,London,1.37
Hillingdon 014C,NHS Hillingdon CCG,North West London,London,1.37
Hillingdon 014E,NHS Hillingdon CCG,North West London,London,2.74
Hillingdon 014A,NHS Hillingdon CCG,North West London,London,1.03
Hillingdon 014D,NHS Hillingdon CCG,North West London,London,1.03
Hillingdon 013E,NHS Hillingdon CCG,North West London,London,3.09
Ealing 026F,NHS Ealing CCG,North West London,London,2.4
Ealing 026C,NHS Ealing CCG,North West London,London,3.09
Ealing 026A,NHS Ealing CCG,North West London,London,3.09
Ealing 026D,NHS Ealing CCG,North West London,London,1.37
Ealing 023E,NHS Ealing CCG,North West London,London,3.09
Ealing 026B,NHS Ealing CCG,North West London,London,3.77
Ealing 017D,NHS Ealing CCG,North West London,London,1.03
Ealing 026E,NHS Ealing CCG,North West London,London,3.43
Ealing 014C,NHS Ealing CCG,North West London,London,1.03
Ealing 023C,NHS Ealing CCG,North West London,London,4.11
Ealing 017E,NHS Ealing CCG,North West London,London,2.74
Ealing 023B,NHS Ealing CCG,North West London,London,2.74
Ealing 017A,NHS Ealing CCG,North West London,London,1.71
Ealing 023A,NHS Ealing CCG,North West London,London,3.09
Ealing 017C,NHS Ealing CCG,North West London,London,1.71
Ealing 017B,NHS Ealing CCG,North West London,London,3.09
Ealing 014E,NHS Ealing CCG,North West London,London,2.74
Ealing 029E,NHS Ealing CCG,North West London,London,3.43
Ealing 029A,NHS Ealing CCG,North West London,London,3.09
Ealing 029B,NHS Ealing CCG,North West London,London,1.03
Ealing 012A,NHS Ealing CCG,North West London,London,5.14
Ealing 023D,NHS Ealing CCG,North West London,London,2.74
Ealing 038A,NHS Ealing CCG,North West London,London,5.49
Ealing 038D,NHS Ealing CCG,North West London,London,2.74
Ealing 038C,NHS Ealing CCG,North West London,London,0.34
Ealing 038B,NHS Ealing CCG,North West London,London,6.52
Ealing 029C,NHS Ealing CCG,North West London,London,2.74
Ealing 029F,NHS Ealing CCG,North West London,London,0.34
Ealing 029D,NHS Ealing CCG,North West London,London,1.71
Ealing 029G,NHS Ealing CCG,North West London,London,3.09
Ealing 037B,NHS Ealing CCG,North West London,London,2.06
Ealing 037G,NHS Ealing CCG,North West London,London,2.06
Ealing 037A,NHS Ealing CCG,North West London,London,3.43
Ealing 037C,NHS Ealing CCG,North West London,London,2.74
Ealing 037D,NHS Ealing CCG,North West London,London,2.74
Hounslow 005C,NHS Hounslow CCG,North West London,London,0.69
Ealing 037E,NHS Ealing CCG,North West London,London,4.46
Ealing 037F,NHS Ealing CCG,North West London,London,2.06
Hounslow 004B,NHS Hounslow CCG,North West London,London,2.06
Hounslow 005D,NHS Hounslow CCG,North West London,London,2.74
Hounslow 004E,NHS Hounslow CCG,North West London,London,0.69
Hillingdon 027A,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 027B,NHS Hillingdon CCG,North West London,London,2.74
Hillingdon 030D,NHS Hillingdon CCG,North West London,London,4.11
Hillingdon 030B,NHS Hillingdon CCG,North West London,London,0.69
Hillingdon 028A,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 028B,NHS Hillingdon CCG,North West London,London,2.74
Hillingdon 026C,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 026E,NHS Hillingdon CCG,North West London,London,2.74
Hillingdon 027D,NHS Hillingdon CCG,North West London,London,5.14
Hillingdon 024E,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 024D,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 024C,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 024B,NHS Hillingdon CCG,North West London,London,3.43
Hillingdon 026B,NHS Hillingdon CCG,North West London,London,2.4
Hillingdon 027E,NHS Hillingdon CCG,North West London,London,3.77
Hillingdon 027F,NHS Hillingdon CCG,North West London,London,3.43
Hillingdon 032E,NHS Hillingdon CCG,North West London,London,3.43
Hillingdon 030C,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 030E,NHS Hillingdon CCG,North West London,London,2.74
Hillingdon 032D,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 030A,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 031C,NHS Hillingdon CCG,North West London,London,0.34
Hillingdon 032B,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 032C,NHS Hillingdon CCG,North West London,London,0.34
Hillingdon 021A,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 021E,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 021B,NHS Hillingdon CCG,North West London,London,0
Hillingdon 026A,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 026D,NHS Hillingdon CCG,North West London,London,2.4
Hillingdon 023E,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 023D,NHS Hillingdon CCG,North West London,London,1.37
Hillingdon 021D,NHS Hillingdon CCG,North West London,London,2.74
Hillingdon 021C,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 018E,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 018A,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 021F,NHS Hillingdon CCG,North West London,London,3.09
Hillingdon 018B,NHS Hillingdon CCG,North West London,London,2.4
Hillingdon 018D,NHS Hillingdon CCG,North West London,London,3.09
Hillingdon 018F,NHS Hillingdon CCG,North West London,London,4.11
Hillingdon 027C,NHS Hillingdon CCG,North West London,London,4.11
Hillingdon 019C,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 018C,NHS Hillingdon CCG,North West London,London,2.74
Hillingdon 020D,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 020E,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 020B,NHS Hillingdon CCG,North West London,London,1.03
Hillingdon 020A,NHS Hillingdon CCG,North West London,London,1.37
Hillingdon 020C,NHS Hillingdon CCG,North West London,London,1.37
Hillingdon 023A,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 023C,NHS Hillingdon CCG,North West London,London,1.03
Hillingdon 023B,NHS Hillingdon CCG,North West London,London,1.37
Ealing 003C,NHS Ealing CCG,North West London,London,6.52
Harrow 031E,NHS Harrow CCG,North West London,London,1.37
Ealing 003D,NHS Ealing CCG,North West London,London,3.09
Ealing 003B,NHS Ealing CCG,North West London,London,0.69
Ealing 004B,NHS Ealing CCG,North West London,London,1.37
Ealing 001D,NHS Ealing CCG,North West London,London,1.03
Ealing 001C,NHS Ealing CCG,North West London,London,3.43
Ealing 004A,NHS Ealing CCG,North West London,London,2.4
Ealing 003A,NHS Ealing CCG,North West London,London,1.37
Ealing 004D,NHS Ealing CCG,North West London,London,0.69
Ealing 003F,NHS Ealing CCG,North West London,London,4.11
Ealing 004C,NHS Ealing CCG,North West London,London,1.37
Ealing 008C,NHS Ealing CCG,North West London,London,3.09
Ealing 009C,NHS Ealing CCG,North West London,London,1.71
Ealing 008B,NHS Ealing CCG,North West London,London,2.06
Ealing 003E,NHS Ealing CCG,North West London,London,0.69
Ealing 010F,NHS Ealing CCG,North West London,London,1.03
Ealing 010G,NHS Ealing CCG,North West London,London,5.83
Ealing 008E,NHS Ealing CCG,North West London,London,1.71
Ealing 008A,NHS Ealing CCG,North West London,London,1.71
Ealing 009E,NHS Ealing CCG,North West London,London,0.69
Ealing 008D,NHS Ealing CCG,North West London,London,1.71
Ealing 009B,NHS Ealing CCG,North West London,London,2.06
Ealing 009D,NHS Ealing CCG,North West London,London,2.74
Ealing 009A,NHS Ealing CCG,North West London,London,3.77
Ealing 010D,NHS Ealing CCG,North West London,London,1.03
Ealing 001B,NHS Ealing CCG,North West London,London,1.71
Ealing 001A,NHS Ealing CCG,North West London,London,3.43
Ealing 002C,NHS Ealing CCG,North West London,London,3.77
Ealing 002D,NHS Ealing CCG,North West London,London,3.09
Ealing 002A,NHS Ealing CCG,North West London,London,1.03
Ealing 002B,NHS Ealing CCG,North West London,London,3.43
Ealing 001E,NHS Ealing CCG,North West London,London,1.71
Ealing 005A,NHS Ealing CCG,North West London,London,1.37
Ealing 005B,NHS Ealing CCG,North West London,London,1.37
Ealing 005C,NHS Ealing CCG,North West London,London,1.37
Ealing 007A,NHS Ealing CCG,North West London,London,1.03
Ealing 002E,NHS Ealing CCG,North West London,London,2.06
Ealing 006B,NHS Ealing CCG,North West London,London,1.03
Ealing 007C,NHS Ealing CCG,North West London,London,1.71
Ealing 006E,NHS Ealing CCG,North West London,London,0.69
Ealing 007B,NHS Ealing CCG,North West London,London,2.4
Ealing 006A,NHS Ealing CCG,North West London,London,1.37
Ealing 006D,NHS Ealing CCG,North West London,London,1.71
Ealing 012B,NHS Ealing CCG,North West London,London,2.06
Ealing 007D,NHS Ealing CCG,North West London,London,1.71
Ealing 006C,NHS Ealing CCG,North West London,London,2.4
Ealing 014A,NHS Ealing CCG,North West London,London,1.71
Ealing 014D,NHS Ealing CCG,North West London,London,2.4
Ealing 012D,NHS Ealing CCG,North West London,London,4.11
Ealing 012C,NHS Ealing CCG,North West London,London,4.8
Ealing 014B,NHS Ealing CCG,North West London,London,1.03
Ealing 010E,NHS Ealing CCG,North West London,London,1.37
Ealing 010C,NHS Ealing CCG,North West London,London,2.74
Ealing 010B,NHS Ealing CCG,North West London,London,2.06
Hillingdon 031B,NHS Hillingdon CCG,North West London,London,1.37
Hillingdon 029E,NHS Hillingdon CCG,North West London,London,3.09
