,LSOA,CCG,stp,nhs_region,admissions,LSOA01,WD03CD,WD03NM,data_hosp,Preferred_unit_name,Preferred_unit_postcode
1625,Redbridge 017B,NHS Redbridge CCG,North East London,London,1.71,Redbridge 017B,00BCFY,Aldborough,Queen's Hospital,Queens Romford SU,RM70AG
1626,Redbridge 017A,NHS Redbridge CCG,North East London,London,2.74,Redbridge 017A,00BCFY,Aldborough,Queen's Hospital,Queens Romford SU,RM70AG
1627,Redbridge 015B,NHS Redbridge CCG,North East London,London,1.71,Redbridge 015B,00BCFZ,Barkingside,Queen's Hospital,Queens Romford SU,RM70AG
1628,Redbridge 012B,NHS Redbridge CCG,North East London,London,1.03,Redbridge 012B,00BCFZ,Barkingside,Queen's Hospital,Queens Romford SU,RM70AG
1629,Redbridge 013A,NHS Redbridge CCG,North East London,London,4.11,Redbridge 013A,00BCFY,Aldborough,Queen's Hospital,Queens Romford SU,RM70AG
1630,Redbridge 006D,NHS Redbridge CCG,North East London,London,0.69,Redbridge 006D,00BCGG,Fairlop,Queen's Hospital,Queens Romford SU,RM70AG
1631,Redbridge 010A,NHS Redbridge CCG,North East London,London,3.77,Redbridge 010A,00BCGH,Fullwell,Queen's Hospital,Queens Romford SU,RM70AG
1632,Redbridge 010C,NHS Redbridge CCG,North East London,London,4.11,Redbridge 010C,00BCGH,Fullwell,Queen's Hospital,Queens Romford SU,RM70AG
1633,Redbridge 006A,NHS Redbridge CCG,North East London,London,1.03,Redbridge 006A,00BCGG,Fairlop,Queen's Hospital,Queens Romford SU,RM70AG
1634,Redbridge 006C,NHS Redbridge CCG,North East London,London,2.74,Redbridge 006C,00BCGG,Fairlop,Queen's Hospital,Queens Romford SU,RM70AG
1635,Redbridge 006E,NHS Redbridge CCG,North East London,London,1.37,Redbridge 006E,00BCGG,Fairlop,Queen's Hospital,Queens Romford SU,RM70AG
1636,Redbridge 006G,NHS Redbridge CCG,North East London,London,1.03,Redbridge 006G,00BCGG,Fairlop,Queen's Hospital,Queens Romford SU,RM70AG
1637,Redbridge 003A,NHS Redbridge CCG,North East London,London,2.74,Redbridge 003A,00BCGK,Hainault,Queen's Hospital,Queens Romford SU,RM70AG
1638,Redbridge 006B,NHS Redbridge CCG,North East London,London,1.71,Redbridge 006B,00BCGG,Fairlop,Queen's Hospital,Queens Romford SU,RM70AG
1639,Redbridge 002A,NHS Redbridge CCG,North East London,London,2.74,Redbridge 002A,00BCGK,Hainault,Queen's Hospital,Queens Romford SU,RM70AG
1640,Redbridge 002D,NHS Redbridge CCG,North East London,London,2.74,Redbridge 002D,00BCGK,Hainault,Queen's Hospital,Queens Romford SU,RM70AG
1641,Redbridge 002B,NHS Redbridge CCG,North East London,London,3.43,Redbridge 002B,00BCGK,Hainault,Queen's Hospital,Queens Romford SU,RM70AG
1642,Redbridge 003C,NHS Redbridge CCG,North East London,London,0.69,Redbridge 003C,00BCGK,Hainault,Queen's Hospital,Queens Romford SU,RM70AG
1643,Redbridge 003D,NHS Redbridge CCG,North East London,London,0.69,Redbridge 003D,00BCGK,Hainault,Queen's Hospital,Queens Romford SU,RM70AG
1644,Redbridge 002C,NHS Redbridge CCG,North East London,London,1.71,Redbridge 002C,00BCGK,Hainault,Queen's Hospital,Queens Romford SU,RM70AG
1645,Redbridge 003B,NHS Redbridge CCG,North East London,London,2.06,Redbridge 003B,00BCGK,Hainault,Queen's Hospital,Queens Romford SU,RM70AG
1646,Redbridge 001F,NHS Redbridge CCG,North East London,London,2.06,Redbridge 001F,00BCGN,Monkhams,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1647,Redbridge 001E,NHS Redbridge CCG,North East London,London,2.06,Redbridge 001E,00BCGN,Monkhams,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1648,Redbridge 001D,NHS Redbridge CCG,North East London,London,2.06,Redbridge 001D,00BCGN,Monkhams,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1649,Redbridge 001G,NHS Redbridge CCG,North East London,London,2.06,Redbridge 001G,00BCGN,Monkhams,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1650,Redbridge 001B,NHS Redbridge CCG,North East London,London,1.03,Redbridge 001B,00BCGN,Monkhams,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1651,Redbridge 001C,NHS Redbridge CCG,North East London,London,2.74,Redbridge 001C,00BCGN,Monkhams,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1652,Redbridge 009B,NHS Redbridge CCG,North East London,London,2.06,Redbridge 009B,00BCGQ,Roding,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1653,Redbridge 009C,NHS Redbridge CCG,North East London,London,1.37,Redbridge 009C,00BCGQ,Roding,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1654,Redbridge 004C,NHS Redbridge CCG,North East London,London,0.69,Redbridge 004C,00BCGA,Bridge,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1655,Redbridge 004A,NHS Redbridge CCG,North East London,London,1.71,Redbridge 004A,00BCGA,Bridge,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1656,Redbridge 004B,NHS Redbridge CCG,North East London,London,3.43,Redbridge 004B,00BCGA,Bridge,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1657,Redbridge 004D,NHS Redbridge CCG,North East London,London,0.34,Redbridge 004D,00BCGA,Bridge,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1658,Redbridge 005A,NHS Redbridge CCG,North East London,London,3.43,Redbridge 005A,00BCGA,Bridge,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1659,Redbridge 005C,NHS Redbridge CCG,North East London,London,2.06,Redbridge 005C,00BCGA,Bridge,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1660,Redbridge 005B,NHS Redbridge CCG,North East London,London,2.74,Redbridge 005B,00BCGA,Bridge,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1661,Redbridge 009E,NHS Redbridge CCG,North East London,London,1.03,Redbridge 009E,00BCGQ,Roding,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1662,Redbridge 006F,NHS Redbridge CCG,North East London,London,2.4,Redbridge 006F,00BCGG,Fairlop,Queen's Hospital,Queens Romford SU,RM70AG
1663,Redbridge 007D,NHS Redbridge CCG,North East London,London,0.69,Redbridge 007D,00BCGC,Church End,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1664,Redbridge 007C,NHS Redbridge CCG,North East London,London,1.71,Redbridge 007C,00BCGC,Church End,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1665,Waltham Forest 007D,NHS Waltham Forest CCG,North East London,London,0.34,Waltham Forest 007D,00BHGE,Hale End and Highams Park,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1666,Waltham Forest 007B,NHS Waltham Forest CCG,North East London,London,0,Waltham Forest 007B,00BHGE,Hale End and Highams Park,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1667,Waltham Forest 003B,NHS Waltham Forest CCG,North East London,London,1.71,Waltham Forest 003B,00BHGF,Hatch Lane,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1668,Redbridge 001A,NHS Redbridge CCG,North East London,London,1.37,Redbridge 001A,00BCGN,Monkhams,Whipps Cross University Hospital,Whipps Cross SU,E111NR
1669,Kingston upon Thames 004F,NHS Kingston CCG,South West London,London,0.69,Kingston upon Thames 004C,00AXGA,Canbury,Kingston Hospital,Kingston SU,KT27QB
1670,Kingston upon Thames 009C,NHS Kingston CCG,South West London,London,1.71,Kingston upon Thames 009C,00AXGF,Grove,Kingston Hospital,Kingston SU,KT27QB
1671,Kingston upon Thames 004G,NHS Kingston CCG,South West London,London,1.03,Kingston upon Thames 004C,00AXGA,Canbury,Kingston Hospital,Kingston SU,KT27QB
1672,Kingston upon Thames 005C,NHS Kingston CCG,South West London,London,2.74,Kingston upon Thames 005C,00AXGG,Norbiton,Kingston Hospital,Kingston SU,KT27QB
1673,Kingston upon Thames 009A,NHS Kingston CCG,South West London,London,2.74,Kingston upon Thames 009A,00AXGF,Grove,Kingston Hospital,Kingston SU,KT27QB
1674,Kingston upon Thames 010C,NHS Kingston CCG,South West London,London,1.37,Kingston upon Thames 010C,00AXGF,Grove,Kingston Hospital,Kingston SU,KT27QB
1675,Kingston upon Thames 005A,NHS Kingston CCG,South West London,London,2.74,Kingston upon Thames 005A,00AXGF,Grove,Kingston Hospital,Kingston SU,KT27QB
1676,Kingston upon Thames 005E,NHS Kingston CCG,South West London,London,1.71,Kingston upon Thames 005E,00AXGG,Norbiton,Kingston Hospital,Kingston SU,KT27QB
1677,Kingston upon Thames 005B,NHS Kingston CCG,South West London,London,2.74,Kingston upon Thames 005B,00AXGG,Norbiton,Kingston Hospital,Kingston SU,KT27QB
1678,Kingston upon Thames 005D,NHS Kingston CCG,South West London,London,1.03,Kingston upon Thames 005D,00AXGG,Norbiton,Kingston Hospital,Kingston SU,KT27QB
1679,Kingston upon Thames 006D,NHS Kingston CCG,South West London,London,2.06,Kingston upon Thames 006D,00AXGG,Norbiton,Kingston Hospital,Kingston SU,KT27QB
1680,Kingston upon Thames 006B,NHS Kingston CCG,South West London,London,1.03,Kingston upon Thames 006B,00AXGE,Coombe Vale,Kingston Hospital,Kingston SU,KT27QB
1681,Richmond upon Thames 022F,NHS Richmond CCG,South West London,London,2.06,Richmond upon Thames 022F,00BDGC,Hampton Wick,Kingston Hospital,Kingston SU,KT27QB
1682,Richmond upon Thames 022A,NHS Richmond CCG,South West London,London,1.37,Richmond upon Thames 022A,00BDGC,Hampton Wick,Kingston Hospital,Kingston SU,KT27QB
1683,Kingston upon Thames 004E,NHS Kingston CCG,South West London,London,0.34,Kingston upon Thames 004E,00AXGN,Tudor,Kingston Hospital,Kingston SU,KT27QB
1684,Kingston upon Thames 001C,NHS Kingston CCG,South West London,London,3.09,Kingston upon Thames 001C,00AXGN,Tudor,Kingston Hospital,Kingston SU,KT27QB
1685,Kingston upon Thames 001A,NHS Kingston CCG,South West London,London,0.69,Kingston upon Thames 001A,00AXGN,Tudor,Kingston Hospital,Kingston SU,KT27QB
1686,Kingston upon Thames 001E,NHS Kingston CCG,South West London,London,1.71,Kingston upon Thames 001E,00AXGN,Tudor,Kingston Hospital,Kingston SU,KT27QB
1687,Kingston upon Thames 001D,NHS Kingston CCG,South West London,London,1.03,Kingston upon Thames 001D,00AXGN,Tudor,Kingston Hospital,Kingston SU,KT27QB
1688,Kingston upon Thames 001B,NHS Kingston CCG,South West London,London,1.37,Kingston upon Thames 001B,00AXGN,Tudor,Kingston Hospital,Kingston SU,KT27QB
1689,Kingston upon Thames 004B,NHS Kingston CCG,South West London,London,1.37,Kingston upon Thames 004B,00AXGA,Canbury,Kingston Hospital,Kingston SU,KT27QB
1690,Kingston upon Thames 003B,NHS Kingston CCG,South West London,London,2.4,Kingston upon Thames 003B,00AXGA,Canbury,Kingston Hospital,Kingston SU,KT27QB
1691,Kingston upon Thames 004A,NHS Kingston CCG,South West London,London,4.11,Kingston upon Thames 004A,00AXGA,Canbury,Kingston Hospital,Kingston SU,KT27QB
1692,Kingston upon Thames 004D,NHS Kingston CCG,South West London,London,1.03,Kingston upon Thames 004D,00AXGA,Canbury,Kingston Hospital,Kingston SU,KT27QB
1693,Kingston upon Thames 002B,NHS Kingston CCG,South West London,London,2.4,Kingston upon Thames 002B,00AXGD,Coombe Hill,Kingston Hospital,Kingston SU,KT27QB
1694,Kingston upon Thames 002D,NHS Kingston CCG,South West London,London,2.4,Kingston upon Thames 002D,00AXGD,Coombe Hill,Kingston Hospital,Kingston SU,KT27QB
1695,Kingston upon Thames 003E,NHS Kingston CCG,South West London,London,0,Kingston upon Thames 003E,00AXGD,Coombe Hill,Kingston Hospital,Kingston SU,KT27QB
1696,Kingston upon Thames 002A,NHS Kingston CCG,South West London,London,2.4,Kingston upon Thames 002A,00AXGD,Coombe Hill,Kingston Hospital,Kingston SU,KT27QB
1697,Kingston upon Thames 003A,NHS Kingston CCG,South West London,London,0,Kingston upon Thames 003A,00AXGA,Canbury,Kingston Hospital,Kingston SU,KT27QB
1698,Kingston upon Thames 003D,NHS Kingston CCG,South West London,London,1.37,Kingston upon Thames 003D,00AXGD,Coombe Hill,Kingston Hospital,Kingston SU,KT27QB
1699,Kingston upon Thames 003C,NHS Kingston CCG,South West London,London,1.71,Kingston upon Thames 003C,00AXGD,Coombe Hill,Kingston Hospital,Kingston SU,KT27QB
1700,Kingston upon Thames 002E,NHS Kingston CCG,South West London,London,2.4,Kingston upon Thames 002E,00AXGE,Coombe Vale,Kingston Hospital,Kingston SU,KT27QB
1701,Kingston upon Thames 008D,NHS Kingston CCG,South West London,London,2.74,Kingston upon Thames 008D,00AXGE,Coombe Vale,Kingston Hospital,Kingston SU,KT27QB
1702,Kingston upon Thames 006C,NHS Kingston CCG,South West London,London,1.71,Kingston upon Thames 006C,00AXGE,Coombe Vale,Kingston Hospital,Kingston SU,KT27QB
1703,Kingston upon Thames 008C,NHS Kingston CCG,South West London,London,0.69,Kingston upon Thames 008C,00AXGE,Coombe Vale,Kingston Hospital,Kingston SU,KT27QB
1704,Kingston upon Thames 007D,NHS Kingston CCG,South West London,London,2.74,Kingston upon Thames 007D,00AXGE,Coombe Vale,Kingston Hospital,Kingston SU,KT27QB
1705,Kingston upon Thames 006A,NHS Kingston CCG,South West London,London,3.43,Kingston upon Thames 006A,00AXFZ,Beverley,Kingston Hospital,Kingston SU,KT27QB
1706,Kingston upon Thames 006E,NHS Kingston CCG,South West London,London,1.03,Kingston upon Thames 006E,00AXGG,Norbiton,Kingston Hospital,Kingston SU,KT27QB
1707,Kingston upon Thames 007C,NHS Kingston CCG,South West London,London,2.06,Kingston upon Thames 007C,00AXFZ,Beverley,Kingston Hospital,Kingston SU,KT27QB
1708,Kingston upon Thames 007B,NHS Kingston CCG,South West London,London,2.4,Kingston upon Thames 007B,00AXFZ,Beverley,Kingston Hospital,Kingston SU,KT27QB
1709,Kingston upon Thames 007A,NHS Kingston CCG,South West London,London,2.74,Kingston upon Thames 007A,00AXFZ,Beverley,Kingston Hospital,Kingston SU,KT27QB
1710,Kingston upon Thames 008B,NHS Kingston CCG,South West London,London,4.11,Kingston upon Thames 008B,00AXFZ,Beverley,Kingston Hospital,Kingston SU,KT27QB
1711,Kingston upon Thames 012E,NHS Kingston CCG,South West London,London,2.74,Kingston upon Thames 012E,00AXGJ,St James,Kingston Hospital,Kingston SU,KT27QB
1712,Kingston upon Thames 008E,NHS Kingston CCG,South West London,London,1.71,Kingston upon Thames 008E,00AXGJ,St James,Kingston Hospital,Kingston SU,KT27QB
1713,Kingston upon Thames 008A,NHS Kingston CCG,South West London,London,3.09,Kingston upon Thames 008A,00AXFZ,Beverley,Kingston Hospital,Kingston SU,KT27QB
1714,Kingston upon Thames 012A,NHS Kingston CCG,South West London,London,3.77,Kingston upon Thames 012A,00AXGH,Old Malden,Kingston Hospital,Kingston SU,KT27QB
1715,Kingston upon Thames 012B,NHS Kingston CCG,South West London,London,2.4,Kingston upon Thames 012B,00AXGH,Old Malden,Kingston Hospital,Kingston SU,KT27QB
1716,Kingston upon Thames 012D,NHS Kingston CCG,South West London,London,0.69,Kingston upon Thames 012D,00AXGJ,St James,Kingston Hospital,Kingston SU,KT27QB
1717,Kingston upon Thames 012C,NHS Kingston CCG,South West London,London,2.74,Kingston upon Thames 012C,00AXGH,Old Malden,Kingston Hospital,Kingston SU,KT27QB
1718,Kingston upon Thames 015D,NHS Kingston CCG,South West London,London,4.8,Kingston upon Thames 015D,00AXGJ,St James,Kingston Hospital,Kingston SU,KT27QB
1719,Kingston upon Thames 007E,NHS Kingston CCG,South West London,London,3.77,Kingston upon Thames 007E,00AXGJ,St James,Kingston Hospital,Kingston SU,KT27QB
1720,Merton 020D,NHS Merton CCG,South West London,London,0.34,Merton 020D,00BAGR,West Barnes,Kingston Hospital,Kingston SU,KT27QB
1721,Merton 020C,NHS Merton CCG,South West London,London,2.06,Merton 020C,00BAGR,West Barnes,Kingston Hospital,Kingston SU,KT27QB
1722,Kingston upon Thames 015E,NHS Kingston CCG,South West London,London,1.37,Kingston upon Thames 015E,00AXGJ,St James,Kingston Hospital,Kingston SU,KT27QB
1723,Merton 020E,NHS Merton CCG,South West London,London,3.09,Merton 020E,00BAGR,West Barnes,Kingston Hospital,Kingston SU,KT27QB
1724,Kingston upon Thames 015C,NHS Kingston CCG,South West London,London,1.71,Kingston upon Thames 015C,00AXGH,Old Malden,Kingston Hospital,Kingston SU,KT27QB
1725,Kingston upon Thames 015B,NHS Kingston CCG,South West London,London,1.37,Kingston upon Thames 015B,00AXGH,Old Malden,Kingston Hospital,Kingston SU,KT27QB
1726,Sutton 006E,NHS Sutton CCG,South West London,London,0.69,Sutton 006E,00BFGW,Worcester Park,St Helier Hospital,St Helier SU,SM51AA
1727,Sutton 006C,NHS Sutton CCG,South West London,London,2.06,Sutton 006C,00BFGW,Worcester Park,St Helier Hospital,St Helier SU,SM51AA
1728,Kingston upon Thames 015A,NHS Kingston CCG,South West London,London,1.71,Kingston upon Thames 015A,00AXGH,Old Malden,Kingston Hospital,Kingston SU,KT27QB
1729,Sutton 006B,NHS Sutton CCG,South West London,London,3.43,Sutton 006B,00BFGJ,Nonsuch,St Helier Hospital,St Helier SU,SM51AA
1730,Sutton 008C,NHS Sutton CCG,South West London,London,1.03,Sutton 008C,00BFGW,Worcester Park,St Helier Hospital,St Helier SU,SM51AA
1731,Sutton 006D,NHS Sutton CCG,South West London,London,2.06,Sutton 006D,00BFGW,Worcester Park,St Helier Hospital,St Helier SU,SM51AA
1732,Sutton 008F,NHS Sutton CCG,South West London,London,3.43,Sutton 008F,00BFGW,Worcester Park,St Helier Hospital,St Helier SU,SM51AA
1733,Sutton 008E,NHS Sutton CCG,South West London,London,2.4,Sutton 008E,00BFGW,Worcester Park,St Helier Hospital,St Helier SU,SM51AA
1734,Sutton 008D,NHS Sutton CCG,South West London,London,2.06,Sutton 008D,00BFGW,Worcester Park,St Helier Hospital,St Helier SU,SM51AA
1735,Sutton 008B,NHS Sutton CCG,South West London,London,1.03,Sutton 008B,00BFGJ,Nonsuch,St Helier Hospital,St Helier SU,SM51AA
1736,Sutton 008A,NHS Sutton CCG,South West London,London,2.06,Sutton 008A,00BFGJ,Nonsuch,St Helier Hospital,St Helier SU,SM51AA
1737,Sutton 006A,NHS Sutton CCG,South West London,London,2.06,Sutton 006A,00BFGJ,Nonsuch,St Helier Hospital,St Helier SU,SM51AA
1738,Kingston upon Thames 009E,NHS Kingston CCG,South West London,London,1.71,Kingston upon Thames 009E,00AXGK,St Mark's,Kingston Hospital,Kingston SU,KT27QB
1739,Kingston upon Thames 010D,NHS Kingston CCG,South West London,London,1.37,Kingston upon Thames 010D,00AXGK,St Mark's,Kingston Hospital,Kingston SU,KT27QB
1740,Kingston upon Thames 010B,NHS Kingston CCG,South West London,London,1.03,Kingston upon Thames 010B,00AXFY,Berrylands,Kingston Hospital,Kingston SU,KT27QB
1741,Kingston upon Thames 014E,NHS Kingston CCG,South West London,London,2.4,Kingston upon Thames 014E,00AXFY,Berrylands,Kingston Hospital,Kingston SU,KT27QB
1742,Kingston upon Thames 010A,NHS Kingston CCG,South West London,London,3.43,Kingston upon Thames 010A,00AXFY,Berrylands,Kingston Hospital,Kingston SU,KT27QB
1743,Kingston upon Thames 011A,NHS Kingston CCG,South West London,London,2.74,Kingston upon Thames 011A,00AXFY,Berrylands,Kingston Hospital,Kingston SU,KT27QB
1744,Kingston upon Thames 013B,NHS Kingston CCG,South West London,London,0.69,Kingston upon Thames 013B,00AXFY,Berrylands,Kingston Hospital,Kingston SU,KT27QB
1745,Kingston upon Thames 013A,NHS Kingston CCG,South West London,London,2.4,Kingston upon Thames 013A,00AXFY,Berrylands,Kingston Hospital,Kingston SU,KT27QB
1746,Kingston upon Thames 014D,NHS Kingston CCG,South West London,London,2.06,Kingston upon Thames 014D,00AXFX,Alexandra,Kingston Hospital,Kingston SU,KT27QB
1747,Kingston upon Thames 014B,NHS Kingston CCG,South West London,London,2.4,Kingston upon Thames 014B,00AXFX,Alexandra,Kingston Hospital,Kingston SU,KT27QB
1748,Kingston upon Thames 014C,NHS Kingston CCG,South West London,London,2.06,Kingston upon Thames 014C,00AXFX,Alexandra,Kingston Hospital,Kingston SU,KT27QB
1749,Kingston upon Thames 017B,NHS Kingston CCG,South West London,London,3.09,Kingston upon Thames 017B,00AXFX,Alexandra,Kingston Hospital,Kingston SU,KT27QB
1750,Kingston upon Thames 014A,NHS Kingston CCG,South West London,London,0.34,Kingston upon Thames 014A,00AXFX,Alexandra,Kingston Hospital,Kingston SU,KT27QB
1751,Kingston upon Thames 017A,NHS Kingston CCG,South West London,London,0.69,Kingston upon Thames 017A,00AXFX,Alexandra,Kingston Hospital,Kingston SU,KT27QB
1752,Kingston upon Thames 011D,NHS Kingston CCG,South West London,London,0.34,Kingston upon Thames 011D,00AXGK,St Mark's,Kingston Hospital,Kingston SU,KT27QB
1753,Kingston upon Thames 009B,NHS Kingston CCG,South West London,London,1.71,Kingston upon Thames 009B,00AXGF,Grove,Kingston Hospital,Kingston SU,KT27QB
