,LSOA,CCG,stp,nhs_region,admissions,LSOA01,WD03CD,WD03NM,data_hosp,Preferred_unit_name,Preferred_unit_postcode
4160,Hounslow 023E,NHS Hounslow CCG,North West London,London,0,Hounslow 023E,00ATFY,Bedfont,West Middlesex University Hospital,W Middlesex SU,TW76AF
4161,Hounslow 024B,NHS Hounslow CCG,North West London,London,5.83,Hounslow 024B,00ATGD,Feltham North,West Middlesex University Hospital,W Middlesex SU,TW76AF
4162,Hounslow 022E,NHS Hounslow CCG,North West London,London,2.74,Hounslow 022E,00ATGD,Feltham North,West Middlesex University Hospital,W Middlesex SU,TW76AF
4163,Hounslow 022C,NHS Hounslow CCG,North West London,London,2.06,Hounslow 022C,00ATGD,Feltham North,West Middlesex University Hospital,W Middlesex SU,TW76AF
4164,Hounslow 022A,NHS Hounslow CCG,North West London,London,0.69,Hounslow 022A,00ATFY,Bedfont,West Middlesex University Hospital,W Middlesex SU,TW76AF
4165,Hounslow 022B,NHS Hounslow CCG,North West London,London,0.69,Hounslow 022B,00ATFY,Bedfont,West Middlesex University Hospital,W Middlesex SU,TW76AF
4166,Hounslow 025E,NHS Hounslow CCG,North West London,London,2.06,Hounslow 025E,00ATGE,Feltham West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4167,Richmond upon Thames 014D,NHS Richmond CCG,South West London,London,2.06,Richmond upon Thames 014D,00BDGM,Twickenham Riverside,Kingston Hospital,Kingston SU,KT27QB
4168,Richmond upon Thames 014A,NHS Richmond CCG,South West London,London,1.71,Richmond upon Thames 014A,00BDGK,South Twickenham,Kingston Hospital,Kingston SU,KT27QB
4169,Richmond upon Thames 016A,NHS Richmond CCG,South West London,London,0,Richmond upon Thames 016A,00BDGK,South Twickenham,Kingston Hospital,Kingston SU,KT27QB
4170,Richmond upon Thames 016B,NHS Richmond CCG,South West London,London,0.69,Richmond upon Thames 016B,00BDGK,South Twickenham,Kingston Hospital,Kingston SU,KT27QB
4171,Richmond upon Thames 015A,NHS Richmond CCG,South West London,London,2.06,Richmond upon Thames 015A,00BDGN,West Twickenham,Kingston Hospital,Kingston SU,KT27QB
4172,Richmond upon Thames 015E,NHS Richmond CCG,South West London,London,1.03,Richmond upon Thames 015E,00BDGN,West Twickenham,Kingston Hospital,Kingston SU,KT27QB
4173,Richmond upon Thames 015F,NHS Richmond CCG,South West London,London,1.71,Richmond upon Thames 015F,00BDGN,West Twickenham,Kingston Hospital,Kingston SU,KT27QB
4174,Richmond upon Thames 015B,NHS Richmond CCG,South West London,London,0.34,Richmond upon Thames 015B,00BDGN,West Twickenham,Kingston Hospital,Kingston SU,KT27QB
4175,Richmond upon Thames 015C,NHS Richmond CCG,South West London,London,1.03,Richmond upon Thames 015C,00BDGN,West Twickenham,Kingston Hospital,Kingston SU,KT27QB
4176,Richmond upon Thames 016D,NHS Richmond CCG,South West London,London,1.37,Richmond upon Thames 016D,00BDGK,South Twickenham,Kingston Hospital,Kingston SU,KT27QB
4177,Richmond upon Thames 016C,NHS Richmond CCG,South West London,London,2.4,Richmond upon Thames 016C,00BDGK,South Twickenham,Kingston Hospital,Kingston SU,KT27QB
4178,Richmond upon Thames 013F,NHS Richmond CCG,South West London,London,2.74,Richmond upon Thames 013F,00BDGD,Heathfield,West Middlesex University Hospital,W Middlesex SU,TW76AF
4179,Richmond upon Thames 013E,NHS Richmond CCG,South West London,London,3.43,Richmond upon Thames 013E,00BDGD,Heathfield,West Middlesex University Hospital,W Middlesex SU,TW76AF
4180,Richmond upon Thames 013C,NHS Richmond CCG,South West London,London,1.71,Richmond upon Thames 013C,00BDGD,Heathfield,West Middlesex University Hospital,W Middlesex SU,TW76AF
4181,Richmond upon Thames 015D,NHS Richmond CCG,South West London,London,0.69,Richmond upon Thames 015D,00BDGN,West Twickenham,Kingston Hospital,Kingston SU,KT27QB
4182,Richmond upon Thames 015G,NHS Richmond CCG,South West London,London,0.69,Richmond upon Thames 015G,00BDGN,West Twickenham,Kingston Hospital,Kingston SU,KT27QB
4183,Richmond upon Thames 014B,NHS Richmond CCG,South West London,London,3.09,Richmond upon Thames 014B,00BDGK,South Twickenham,Kingston Hospital,Kingston SU,KT27QB
4184,Richmond upon Thames 010C,NHS Richmond CCG,South West London,London,0.69,Richmond upon Thames 010C,00BDGP,Whitton,West Middlesex University Hospital,W Middlesex SU,TW76AF
4185,Richmond upon Thames 010D,NHS Richmond CCG,South West London,London,1.71,Richmond upon Thames 010D,00BDGP,Whitton,West Middlesex University Hospital,W Middlesex SU,TW76AF
4186,Richmond upon Thames 010B,NHS Richmond CCG,South West London,London,3.09,Richmond upon Thames 010B,00BDGP,Whitton,West Middlesex University Hospital,W Middlesex SU,TW76AF
4187,Richmond upon Thames 010A,NHS Richmond CCG,South West London,London,1.03,Richmond upon Thames 010A,00BDGP,Whitton,West Middlesex University Hospital,W Middlesex SU,TW76AF
4188,Richmond upon Thames 010E,NHS Richmond CCG,South West London,London,2.06,Richmond upon Thames 010E,00BDGP,Whitton,West Middlesex University Hospital,W Middlesex SU,TW76AF
4189,Richmond upon Thames 011D,NHS Richmond CCG,South West London,London,2.06,Richmond upon Thames 011D,00BDGP,Whitton,West Middlesex University Hospital,W Middlesex SU,TW76AF
4190,Hounslow 018G,NHS Hounslow CCG,North West London,London,0.69,Hounslow 018B,00ATGL,Hounslow Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4191,Hounslow 018F,NHS Hounslow CCG,North West London,London,0.69,Hounslow 018B,00ATGL,Hounslow Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4192,Hounslow 015A,NHS Hounslow CCG,North West London,London,3.09,Hounslow 015A,00ATGL,Hounslow Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4193,Hounslow 015C,NHS Hounslow CCG,North West London,London,3.43,Hounslow 015C,00ATGL,Hounslow Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4194,Hounslow 018D,NHS Hounslow CCG,North West London,London,0.69,Hounslow 018D,00ATGM,Hounslow Heath,West Middlesex University Hospital,W Middlesex SU,TW76AF
4195,Hounslow 019C,NHS Hounslow CCG,North West London,London,1.71,Hounslow 019C,00ATGN,Hounslow South,West Middlesex University Hospital,W Middlesex SU,TW76AF
4196,Hounslow 018E,NHS Hounslow CCG,North West London,London,1.71,Hounslow 018E,00ATGN,Hounslow South,West Middlesex University Hospital,W Middlesex SU,TW76AF
4197,Hounslow 019A,NHS Hounslow CCG,North West London,London,2.4,Hounslow 019A,00ATGN,Hounslow South,West Middlesex University Hospital,W Middlesex SU,TW76AF
4198,Hounslow 019B,NHS Hounslow CCG,North West London,London,1.37,Hounslow 019B,00ATGN,Hounslow South,West Middlesex University Hospital,W Middlesex SU,TW76AF
4199,Hounslow 017C,NHS Hounslow CCG,North West London,London,3.43,Hounslow 017C,00ATGP,Hounslow West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4200,Hounslow 017A,NHS Hounslow CCG,North West London,London,1.71,Hounslow 017A,00ATGH,Heston Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4201,Hounslow 017E,NHS Hounslow CCG,North West London,London,2.74,Hounslow 017E,00ATGP,Hounslow West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4202,Hounslow 017B,NHS Hounslow CCG,North West London,London,3.09,Hounslow 017B,00ATGM,Hounslow Heath,West Middlesex University Hospital,W Middlesex SU,TW76AF
4203,Hounslow 021C,NHS Hounslow CCG,North West London,London,3.09,Hounslow 021C,00ATGM,Hounslow Heath,West Middlesex University Hospital,W Middlesex SU,TW76AF
4204,Hounslow 018C,NHS Hounslow CCG,North West London,London,2.74,Hounslow 018C,00ATGM,Hounslow Heath,West Middlesex University Hospital,W Middlesex SU,TW76AF
4205,Hounslow 012B,NHS Hounslow CCG,North West London,London,2.74,Hounslow 012B,00ATGL,Hounslow Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4206,Hounslow 012A,NHS Hounslow CCG,North West London,London,3.09,Hounslow 012A,00ATGJ,Heston East,West Middlesex University Hospital,W Middlesex SU,TW76AF
4207,Hounslow 012C,NHS Hounslow CCG,North West London,London,2.06,Hounslow 012C,00ATGL,Hounslow Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4208,Hounslow 011E,NHS Hounslow CCG,North West London,London,2.4,Hounslow 011E,00ATGJ,Heston East,West Middlesex University Hospital,W Middlesex SU,TW76AF
4209,Hounslow 018A,NHS Hounslow CCG,North West London,London,1.37,Hounslow 018A,00ATGL,Hounslow Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4210,Hounslow 011B,NHS Hounslow CCG,North West London,London,0.69,Hounslow 011B,00ATGH,Heston Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4211,Hounslow 011C,NHS Hounslow CCG,North West London,London,2.06,Hounslow 011C,00ATGH,Heston Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4212,Hounslow 021A,NHS Hounslow CCG,North West London,London,2.4,Hounslow 021A,00ATGM,Hounslow Heath,West Middlesex University Hospital,W Middlesex SU,TW76AF
4213,Hounslow 021B,NHS Hounslow CCG,North West London,London,0.69,Hounslow 021B,00ATGM,Hounslow Heath,West Middlesex University Hospital,W Middlesex SU,TW76AF
4214,Hounslow 021D,NHS Hounslow CCG,North West London,London,3.09,Hounslow 021D,00ATGM,Hounslow Heath,West Middlesex University Hospital,W Middlesex SU,TW76AF
4215,Richmond upon Thames 013A,NHS Richmond CCG,South West London,London,1.71,Richmond upon Thames 013A,00BDGD,Heathfield,West Middlesex University Hospital,W Middlesex SU,TW76AF
4216,Richmond upon Thames 013B,NHS Richmond CCG,South West London,London,3.43,Richmond upon Thames 013B,00BDGD,Heathfield,West Middlesex University Hospital,W Middlesex SU,TW76AF
4217,Richmond upon Thames 013D,NHS Richmond CCG,South West London,London,2.06,Richmond upon Thames 013D,00BDGD,Heathfield,West Middlesex University Hospital,W Middlesex SU,TW76AF
4218,Hounslow 016E,NHS Hounslow CCG,North West London,London,3.09,Hounslow 016E,00ATGP,Hounslow West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4219,Hounslow 021E,NHS Hounslow CCG,North West London,London,2.06,Hounslow 021E,00ATGP,Hounslow West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4220,Hounslow 013E,NHS Hounslow CCG,North West London,London,1.71,Hounslow 013E,00ATGC,Cranford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4221,Hounslow 013D,NHS Hounslow CCG,North West London,London,3.43,Hounslow 013D,00ATGC,Cranford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4222,Hounslow 017D,NHS Hounslow CCG,North West London,London,2.74,Hounslow 017D,00ATGP,Hounslow West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4223,Hounslow 016C,NHS Hounslow CCG,North West London,London,3.09,Hounslow 016C,00ATGP,Hounslow West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4224,Hounslow 016D,NHS Hounslow CCG,North West London,London,1.71,Hounslow 016D,00ATGP,Hounslow West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4225,Hounslow 016B,NHS Hounslow CCG,North West London,London,3.77,Hounslow 016B,00ATGC,Cranford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4226,Hounslow 013C,NHS Hounslow CCG,North West London,London,1.71,Hounslow 013C,00ATGC,Cranford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4227,Hounslow 016A,NHS Hounslow CCG,North West London,London,1.37,Hounslow 016A,00ATGC,Cranford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4228,Hounslow 004C,NHS Hounslow CCG,North West London,London,2.06,Hounslow 004C,00ATGJ,Heston East,West Middlesex University Hospital,W Middlesex SU,TW76AF
4229,Hounslow 011A,NHS Hounslow CCG,North West London,London,1.03,Hounslow 011A,00ATGH,Heston Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4230,Hounslow 011D,NHS Hounslow CCG,North West London,London,1.37,Hounslow 011D,00ATGJ,Heston East,West Middlesex University Hospital,W Middlesex SU,TW76AF
4231,Hounslow 004A,NHS Hounslow CCG,North West London,London,1.37,Hounslow 004A,00ATGH,Heston Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4232,Hounslow 004D,NHS Hounslow CCG,North West London,London,2.4,Hounslow 004D,00ATGJ,Heston East,West Middlesex University Hospital,W Middlesex SU,TW76AF
4233,Hounslow 010B,NHS Hounslow CCG,North West London,London,2.4,Hounslow 010B,00ATGH,Heston Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4234,Hounslow 010D,NHS Hounslow CCG,North West London,London,2.74,Hounslow 010D,00ATGK,Heston West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4235,Hounslow 010A,NHS Hounslow CCG,North West London,London,4.11,Hounslow 010A,00ATGH,Heston Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4236,Hounslow 010E,NHS Hounslow CCG,North West London,London,4.11,Hounslow 010E,00ATGK,Heston West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4237,Hounslow 010C,NHS Hounslow CCG,North West London,London,3.09,Hounslow 010C,00ATGK,Heston West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4238,Hounslow 005B,NHS Hounslow CCG,North West London,London,1.37,Hounslow 005B,00ATGK,Heston West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4239,Hounslow 005A,NHS Hounslow CCG,North West London,London,1.71,Hounslow 005A,00ATGK,Heston West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4240,Hounslow 013B,NHS Hounslow CCG,North West London,London,2.4,Hounslow 013B,00ATGC,Cranford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4241,Hounslow 013A,NHS Hounslow CCG,North West London,London,4.11,Hounslow 013A,00ATGC,Cranford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4242,Hillingdon 031A,NHS Hillingdon CCG,North West London,London,1.03,Hillingdon 031A,00ASGP,Heathrow Villages,Hillingdon Hospital,Hillingdon SU,UB83NN
4243,Hillingdon 032A,NHS Hillingdon CCG,North West London,London,2.4,Hillingdon 032A,00ASGP,Heathrow Villages,Hillingdon Hospital,Hillingdon SU,UB83NN
4244,Hounslow 015B,NHS Hounslow CCG,North West London,London,5.14,Hounslow 015B,00ATGL,Hounslow Central,West Middlesex University Hospital,W Middlesex SU,TW76AF
4245,Hounslow 015E,NHS Hounslow CCG,North West London,London,1.37,Hounslow 015E,00ATGR,Osterley and Spring Grove,West Middlesex University Hospital,W Middlesex SU,TW76AF
4246,Hounslow 012D,NHS Hounslow CCG,North West London,London,1.37,Hounslow 012D,00ATGR,Osterley and Spring Grove,West Middlesex University Hospital,W Middlesex SU,TW76AF
4247,Hounslow 009D,NHS Hounslow CCG,North West London,London,2.74,Hounslow 009D,00ATGR,Osterley and Spring Grove,West Middlesex University Hospital,W Middlesex SU,TW76AF
4248,Hounslow 006E,NHS Hounslow CCG,North West London,London,0.69,Hounslow 006E,00ATGS,Syon,West Middlesex University Hospital,W Middlesex SU,TW76AF
4249,Hounslow 012E,NHS Hounslow CCG,North West London,London,2.74,Hounslow 012E,00ATGR,Osterley and Spring Grove,West Middlesex University Hospital,W Middlesex SU,TW76AF
4250,Hounslow 014D,NHS Hounslow CCG,North West London,London,0.34,Hounslow 014D,00ATGS,Syon,West Middlesex University Hospital,W Middlesex SU,TW76AF
4251,Hounslow 009A,NHS Hounslow CCG,North West London,London,2.06,Hounslow 009A,00ATGR,Osterley and Spring Grove,West Middlesex University Hospital,W Middlesex SU,TW76AF
4252,Hounslow 009C,NHS Hounslow CCG,North West London,London,2.4,Hounslow 009C,00ATGR,Osterley and Spring Grove,West Middlesex University Hospital,W Middlesex SU,TW76AF
4253,Hounslow 009B,NHS Hounslow CCG,North West London,London,1.71,Hounslow 009B,00ATGR,Osterley and Spring Grove,West Middlesex University Hospital,W Middlesex SU,TW76AF
4254,Hounslow 014C,NHS Hounslow CCG,North West London,London,2.74,Hounslow 014C,00ATGS,Syon,West Middlesex University Hospital,W Middlesex SU,TW76AF
4255,Hounslow 019E,NHS Hounslow CCG,North West London,London,2.4,Hounslow 019E,00ATGN,Hounslow South,West Middlesex University Hospital,W Middlesex SU,TW76AF
4256,Hounslow 014B,NHS Hounslow CCG,North West London,London,1.37,Hounslow 014B,00ATGQ,Isleworth,West Middlesex University Hospital,W Middlesex SU,TW76AF
4257,Hounslow 015D,NHS Hounslow CCG,North West London,London,0.34,Hounslow 015D,00ATGN,Hounslow South,West Middlesex University Hospital,W Middlesex SU,TW76AF
4258,Hounslow 014E,NHS Hounslow CCG,North West London,London,2.4,Hounslow 014E,00ATGS,Syon,West Middlesex University Hospital,W Middlesex SU,TW76AF
4259,Hounslow 020A,NHS Hounslow CCG,North West London,London,4.8,Hounslow 020A,00ATGQ,Isleworth,West Middlesex University Hospital,W Middlesex SU,TW76AF
4260,Hounslow 014A,NHS Hounslow CCG,North West London,London,1.71,Hounslow 014A,00ATGQ,Isleworth,West Middlesex University Hospital,W Middlesex SU,TW76AF
4261,Hounslow 020B,NHS Hounslow CCG,North West London,London,1.71,Hounslow 020B,00ATGQ,Isleworth,West Middlesex University Hospital,W Middlesex SU,TW76AF
4262,Hounslow 020C,NHS Hounslow CCG,North West London,London,1.71,Hounslow 020C,00ATGQ,Isleworth,West Middlesex University Hospital,W Middlesex SU,TW76AF
4263,Hounslow 019D,NHS Hounslow CCG,North West London,London,2.4,Hounslow 019D,00ATGN,Hounslow South,West Middlesex University Hospital,W Middlesex SU,TW76AF
4264,Hounslow 020E,NHS Hounslow CCG,North West London,London,1.37,Hounslow 020E,00ATGQ,Isleworth,West Middlesex University Hospital,W Middlesex SU,TW76AF
4265,Hounslow 003F,NHS Hounslow CCG,North West London,London,0.34,Hounslow 003E,00ATGS,Syon,West Middlesex University Hospital,W Middlesex SU,TW76AF
4266,Hounslow 003C,NHS Hounslow CCG,North West London,London,1.37,Hounslow 003C,00ATFZ,Brentford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4267,Hounslow 003D,NHS Hounslow CCG,North West London,London,4.11,Hounslow 003D,00ATFZ,Brentford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4268,Hounslow 006C,NHS Hounslow CCG,North West London,London,2.74,Hounslow 006C,00ATFZ,Brentford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4269,Hounslow 003G,NHS Hounslow CCG,North West London,London,1.03,Hounslow 003E,00ATGS,Syon,West Middlesex University Hospital,W Middlesex SU,TW76AF
4270,Hounslow 006D,NHS Hounslow CCG,North West London,London,2.4,Hounslow 006D,00ATGS,Syon,West Middlesex University Hospital,W Middlesex SU,TW76AF
4271,Hounslow 006A,NHS Hounslow CCG,North West London,London,1.37,Hounslow 006A,00ATFZ,Brentford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4272,Hounslow 006B,NHS Hounslow CCG,North West London,London,1.03,Hounslow 006B,00ATFZ,Brentford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4273,Hounslow 003B,NHS Hounslow CCG,North West London,London,1.37,Hounslow 003B,00ATFZ,Brentford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4274,Hounslow 003A,NHS Hounslow CCG,North West London,London,1.71,Hounslow 003A,00ATFZ,Brentford,West Middlesex University Hospital,W Middlesex SU,TW76AF
4275,Richmond upon Thames 006A,NHS Richmond CCG,South West London,London,2.74,Richmond upon Thames 006A,00BDGJ,South Richmond,Kingston Hospital,Kingston SU,KT27QB
4276,Richmond upon Thames 008B,NHS Richmond CCG,South West London,London,1.03,Richmond upon Thames 008B,00BDGJ,South Richmond,Kingston Hospital,Kingston SU,KT27QB
4277,Richmond upon Thames 004E,NHS Richmond CCG,South West London,London,2.06,Richmond upon Thames 004E,00BDGG,North Richmond,West Middlesex University Hospital,W Middlesex SU,TW76AF
4278,Richmond upon Thames 002F,NHS Richmond CCG,South West London,London,2.74,Richmond upon Thames 002F,00BDGG,North Richmond,West Middlesex University Hospital,W Middlesex SU,TW76AF
4279,Richmond upon Thames 004C,NHS Richmond CCG,South West London,London,1.71,Richmond upon Thames 004C,00BDGG,North Richmond,West Middlesex University Hospital,W Middlesex SU,TW76AF
4280,Richmond upon Thames 002E,NHS Richmond CCG,South West London,London,0.69,Richmond upon Thames 002E,00BDGG,North Richmond,West Middlesex University Hospital,W Middlesex SU,TW76AF
4281,Richmond upon Thames 002D,NHS Richmond CCG,South West London,London,1.03,Richmond upon Thames 002D,00BDGE,Kew,West Middlesex University Hospital,W Middlesex SU,TW76AF
4282,Richmond upon Thames 002B,NHS Richmond CCG,South West London,London,2.06,Richmond upon Thames 002B,00BDGE,Kew,West Middlesex University Hospital,W Middlesex SU,TW76AF
4283,Richmond upon Thames 002C,NHS Richmond CCG,South West London,London,1.37,Richmond upon Thames 002C,00BDGE,Kew,West Middlesex University Hospital,W Middlesex SU,TW76AF
4284,Richmond upon Thames 004G,NHS Richmond CCG,South West London,London,0,Richmond upon Thames 004B,00BDGE,Kew,West Middlesex University Hospital,W Middlesex SU,TW76AF
4285,Richmond upon Thames 004H,NHS Richmond CCG,South West London,London,2.06,Richmond upon Thames 004B,00BDGE,Kew,West Middlesex University Hospital,W Middlesex SU,TW76AF
4286,Richmond upon Thames 002A,NHS Richmond CCG,South West London,London,1.71,Richmond upon Thames 002A,00BDGE,Kew,West Middlesex University Hospital,W Middlesex SU,TW76AF
4287,Richmond upon Thames 004A,NHS Richmond CCG,South West London,London,2.4,Richmond upon Thames 004A,00BDGE,Kew,West Middlesex University Hospital,W Middlesex SU,TW76AF
4288,Richmond upon Thames 004D,NHS Richmond CCG,South West London,London,1.03,Richmond upon Thames 004D,00BDGG,North Richmond,West Middlesex University Hospital,W Middlesex SU,TW76AF
4289,Hillingdon 015F,NHS Hillingdon CCG,North West London,London,3.43,Hillingdon 015B,00ASGZ,Uxbridge North,Hillingdon Hospital,Hillingdon SU,UB83NN
4290,Hillingdon 017C,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 017C,00ASGQ,Hillingdon East,Hillingdon Hospital,Hillingdon SU,UB83NN
4291,Hillingdon 017E,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 017E,00ASGZ,Uxbridge North,Hillingdon Hospital,Hillingdon SU,UB83NN
4292,Hillingdon 016B,NHS Hillingdon CCG,North West London,London,0.69,Hillingdon 016B,00ASHA,Uxbridge South,Hillingdon Hospital,Hillingdon SU,UB83NN
4293,Hillingdon 017D,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 017D,00ASGZ,Uxbridge North,Hillingdon Hospital,Hillingdon SU,UB83NN
4294,Hillingdon 019E,NHS Hillingdon CCG,North West London,London,1.03,Hillingdon 019E,00ASGQ,Hillingdon East,Hillingdon Hospital,Hillingdon SU,UB83NN
4295,Hillingdon 019D,NHS Hillingdon CCG,North West London,London,3.77,Hillingdon 019D,00ASGQ,Hillingdon East,Hillingdon Hospital,Hillingdon SU,UB83NN
4296,Hillingdon 013A,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 013A,00ASGR,Ickenham,Hillingdon Hospital,Hillingdon SU,UB83NN
4297,Hillingdon 011D,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 011D,00ASGR,Ickenham,Hillingdon Hospital,Hillingdon SU,UB83NN
4298,Hillingdon 009E,NHS Hillingdon CCG,North West London,London,3.43,Hillingdon 009E,00ASHC,West Ruislip,Hillingdon Hospital,Hillingdon SU,UB83NN
4299,Hillingdon 011A,NHS Hillingdon CCG,North West London,London,2.4,Hillingdon 011A,00ASGR,Ickenham,Hillingdon Hospital,Hillingdon SU,UB83NN
4300,Hillingdon 011B,NHS Hillingdon CCG,North West London,London,3.43,Hillingdon 011B,00ASGR,Ickenham,Hillingdon Hospital,Hillingdon SU,UB83NN
4301,Hillingdon 011C,NHS Hillingdon CCG,North West London,London,2.4,Hillingdon 011C,00ASGR,Ickenham,Hillingdon Hospital,Hillingdon SU,UB83NN
4302,Hillingdon 011E,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 011E,00ASGR,Ickenham,Hillingdon Hospital,Hillingdon SU,UB83NN
4303,Hillingdon 013B,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 013B,00ASGR,Ickenham,Hillingdon Hospital,Hillingdon SU,UB83NN
4304,Hillingdon 013D,NHS Hillingdon CCG,North West London,London,3.09,Hillingdon 013D,00ASGZ,Uxbridge North,Hillingdon Hospital,Hillingdon SU,UB83NN
4305,Hillingdon 014B,NHS Hillingdon CCG,North West London,London,1.37,Hillingdon 014B,00ASGQ,Hillingdon East,Hillingdon Hospital,Hillingdon SU,UB83NN
4306,Hillingdon 014C,NHS Hillingdon CCG,North West London,London,1.37,Hillingdon 014C,00ASGQ,Hillingdon East,Hillingdon Hospital,Hillingdon SU,UB83NN
4307,Hillingdon 014E,NHS Hillingdon CCG,North West London,London,2.74,Hillingdon 014E,00ASGQ,Hillingdon East,Hillingdon Hospital,Hillingdon SU,UB83NN
4308,Hillingdon 014A,NHS Hillingdon CCG,North West London,London,1.03,Hillingdon 014A,00ASGQ,Hillingdon East,Hillingdon Hospital,Hillingdon SU,UB83NN
4309,Hillingdon 014D,NHS Hillingdon CCG,North West London,London,1.03,Hillingdon 014D,00ASGQ,Hillingdon East,Hillingdon Hospital,Hillingdon SU,UB83NN
4310,Hillingdon 013E,NHS Hillingdon CCG,North West London,London,3.09,Hillingdon 013E,00ASGZ,Uxbridge North,Hillingdon Hospital,Hillingdon SU,UB83NN
4311,Ealing 026F,NHS Ealing CCG,North West London,London,2.4,Ealing 026F,00AJGY,Southall Broadway,Hillingdon Hospital,Hillingdon SU,UB83NN
4312,Ealing 026C,NHS Ealing CCG,North West London,London,3.09,Ealing 026C,00AJGY,Southall Broadway,Hillingdon Hospital,Hillingdon SU,UB83NN
4313,Ealing 026A,NHS Ealing CCG,North West London,London,3.09,Ealing 026A,00AJGY,Southall Broadway,Hillingdon Hospital,Hillingdon SU,UB83NN
4314,Ealing 026D,NHS Ealing CCG,North West London,London,1.37,Ealing 026D,00AJGY,Southall Broadway,Hillingdon Hospital,Hillingdon SU,UB83NN
4315,Ealing 023E,NHS Ealing CCG,North West London,London,3.09,Ealing 023E,00AJGY,Southall Broadway,Hillingdon Hospital,Hillingdon SU,UB83NN
4316,Ealing 026B,NHS Ealing CCG,North West London,London,3.77,Ealing 026B,00AJGY,Southall Broadway,Hillingdon Hospital,Hillingdon SU,UB83NN
4317,Ealing 017D,NHS Ealing CCG,North West London,London,1.03,Ealing 017D,00AJGP,Lady Margaret,Hillingdon Hospital,Hillingdon SU,UB83NN
4318,Ealing 026E,NHS Ealing CCG,North West London,London,3.43,Ealing 026E,00AJGY,Southall Broadway,Hillingdon Hospital,Hillingdon SU,UB83NN
4319,Ealing 014C,NHS Ealing CCG,North West London,London,1.03,Ealing 014C,00AJGP,Lady Margaret,Hillingdon Hospital,Hillingdon SU,UB83NN
4320,Ealing 023C,NHS Ealing CCG,North West London,London,4.11,Ealing 023C,00AJGE,Dormers Wells,Hillingdon Hospital,Hillingdon SU,UB83NN
4321,Ealing 017E,NHS Ealing CCG,North West London,London,2.74,Ealing 017E,00AJGP,Lady Margaret,Hillingdon Hospital,Hillingdon SU,UB83NN
4322,Ealing 023B,NHS Ealing CCG,North West London,London,2.74,Ealing 023B,00AJGE,Dormers Wells,Hillingdon Hospital,Hillingdon SU,UB83NN
4323,Ealing 017A,NHS Ealing CCG,North West London,London,1.71,Ealing 017A,00AJGP,Lady Margaret,Hillingdon Hospital,Hillingdon SU,UB83NN
4324,Ealing 023A,NHS Ealing CCG,North West London,London,3.09,Ealing 023A,00AJGE,Dormers Wells,Hillingdon Hospital,Hillingdon SU,UB83NN
